UnixTimestamp,Date,Time,SystemBattery,HCEP(TEMP),HCEP(COND),HCEP(PRES),HCEP(OXY),HCEP(PH),HCEP(FL),HCEP(TURB),HCEP(FSD),HCEP(TSD),HCEP(SAL),HCEP(SNDV),HCEP(SPC),HCEP(OSAT),HCEP(VOLT),HCEP(NUM),SUNA(M_Parameter1),SUNA(M_Parameter2),SUNA(M_Parameter3),SUNA(M_Parameter4),HCEP(ERR)
1681353900000,2023-04-13,02:45:00,13.36,10.0565,2.55709,2.931,9.808,8.1,1.516,1.504,0.38,0.11,22.4928,1474.917,3.6471,100.49,13.8,2713.0,7.73,0.108,16157.0,903.0,0.0
1681354800000,2023-04-13,03:00:00,13.36,10.1906,2.55374,3.121,9.336,8.08,1.238,1.559,0.23,0.13,22.3775,1475.278,3.62844,95.81,13.8,2714.0,7.1,0.0994,16083.0,904.0,0.0
1681355700000,2023-04-13,03:15:00,13.32,9.7472,2.53195,3.308,9.765,8.09,1.559,1.218,0.44,0.09,22.4411,1473.705,3.64339,99.31,13.8,2715.0,7.07,0.099,16283.0,906.0,0.0
1681356600000,2023-04-13,03:30:00,13.24,9.7637,2.56063,3.511,9.784,8.1,1.58,1.026,0.39,0.05,22.7098,1474.096,3.68291,99.68,13.8,2716.0,8.25,0.116,16397.0,907.0,0.0
1681357500000,2023-04-13,03:45:00,13.32,9.807,2.60756,3.704,9.71,8.1,1.277,1.14,0.24,0.27,23.1394,1474.782,3.74573,99.28,13.8,2717.0,6.97,0.0976,16545.0,907.0,0.0
1681358400000,2023-04-13,04:00:00,13.22,9.7585,2.64279,3.88,9.736,8.11,1.201,0.764,0.17,0.07,23.5148,1475.058,3.80165,99.7,13.8,2718.0,6.88,0.0963,16782.0,908.0,0.0
1681359300000,2023-04-13,04:15:00,13.2,9.7415,2.63772,4.052,9.654,8.11,1.213,0.941,0.25,0.11,23.4762,1474.951,3.79621,98.8,13.8,2719.0,6.67,0.0934,16647.0,907.0,0.0
1681360200000,2023-04-13,04:30:00,13.22,9.6963,2.61727,4.217,9.717,8.11,1.289,0.893,0.22,0.09,23.3054,1474.577,3.77168,99.24,13.8,2720.0,8.18,0.115,16353.0,908.0,0.0
1681361100000,2023-04-13,04:45:00,13.21,9.5903,2.59287,4.368,9.773,8.11,1.237,0.879,0.1,0.12,23.1347,1473.975,3.74797,99.47,13.8,2721.0,7.26,0.102,16622.0,909.0,0.0
1681362000000,2023-04-13,05:00:00,13.17,9.6358,2.59445,4.5,9.753,8.11,1.299,0.891,0.23,0.1,23.1209,1474.131,3.74532,99.36,13.8,2722.0,7.19,0.101,16666.0,908.0,0.0
1681362900000,2023-04-13,05:15:00,13.17,9.6029,2.58529,4.622,9.768,8.11,1.435,0.839,0.2,0.1,23.0523,1473.927,3.73565,99.39,13.8,2723.0,6.89,0.0966,16716.0,908.0,0.0
1681363800000,2023-04-13,05:30:00,13.18,9.3834,2.44085,4.72,9.753,8.11,1.792,0.996,0.19,0.06,21.7754,1471.548,3.54946,97.96,13.8,2724.0,8.55,0.12,16524.0,908.0,0.0
1681364700000,2023-04-13,05:45:00,13.24,9.396,2.4621,4.811,9.631,8.08,1.618,0.959,0.08,0.05,21.9756,1471.841,3.57904,96.86,13.8,2725.0,7.92,0.111,16444.0,910.0,0.0
1681365600000,2023-04-13,06:00:00,13.16,9.3507,2.46907,4.89,9.554,8.07,1.443,0.977,0.16,0.11,22.0718,1471.788,3.59392,96.05,13.8,2726.0,8.06,0.113,16445.0,910.0,0.0
1681366500000,2023-04-13,06:15:00,13.23,9.2629,2.47406,4.949,9.609,8.07,1.27,0.802,0.19,0.13,22.1749,1471.581,3.6104,96.49,13.8,2727.0,7.65,0.107,16584.0,909.0,0.0
1681367400000,2023-04-13,06:30:00,13.14,9.2127,2.46503,4.993,9.642,8.08,1.538,0.833,0.21,0.08,22.1172,1471.321,3.60251,96.67,13.8,2728.0,8.6,0.12,16566.0,910.0,0.0
1681368300000,2023-04-13,06:45:00,13.23,9.6764,2.73291,5.027,9.43,8.07,1.185,0.677,0.26,0.07,24.4531,1475.909,3.94059,96.93,13.8,2729.0,6.43,0.0901,16783.0,909.0,0.0
1681369200000,2023-04-13,07:00:00,13.14,9.6997,2.74246,5.051,9.465,8.09,1.034,0.603,0.14,0.05,24.5313,1476.091,3.95171,97.43,13.8,2730.0,5.85,0.0819,16765.0,909.0,0.0
1681370100000,2023-04-13,07:15:00,13.13,9.6783,2.71519,5.069,9.513,8.11,1.947,1.117,3.63,2.22,24.2775,1475.704,3.91483,97.72,13.8,2731.0,6.44,0.0902,16930.0,910.0,0.0
1681371000000,2023-04-13,07:30:00,13.12,9.7061,2.71484,5.093,9.472,8.1,0.946,0.535,0.14,0.05,24.2553,1475.781,3.91118,97.34,13.8,2732.0,6.31,0.0884,16762.0,909.0,0.0
1681371900000,2023-04-13,07:45:00,13.16,9.689,2.6972,5.104,9.483,8.1,0.999,0.549,0.15,0.05,24.0935,1475.521,3.88769,97.31,13.8,2733.0,6.38,0.0894,16884.0,908.0,0.0
1681372800000,2023-04-13,08:00:00,13.12,9.6096,2.66114,5.097,9.387,8.09,1.127,0.608,0.53,0.06,23.7919,1474.858,3.84451,95.96,13.8,2734.0,7.37,0.103,16788.0,909.0,0.0
1681373700000,2023-04-13,08:15:00,13.17,9.6537,2.69965,5.084,9.327,8.09,0.984,0.637,0.14,0.07,24.1412,1475.446,3.89519,95.66,13.8,2735.0,5.59,0.0783,16745.0,909.0,0.0
1681374600000,2023-04-13,08:30:00,13.09,9.6599,2.72979,5.064,9.358,8.09,1.237,0.802,0.48,0.44,24.4336,1475.824,3.93797,96.18,13.8,2736.0,5.58,0.0782,16828.0,909.0,0.0
1681375500000,2023-04-13,08:45:00,13.09,9.7288,2.75242,5.023,9.441,8.11,1.038,0.543,0.18,0.25,24.6094,1476.294,3.96273,97.28,13.8,2737.0,5.75,0.0805,16985.0,908.0,0.0
1681376400000,2023-04-13,09:00:00,13.15,9.7106,2.73212,4.985,9.343,8.11,1.068,0.609,0.24,0.08,24.4222,1475.998,3.93558,96.13,13.8,2738.0,5.84,0.0818,16964.0,908.0,0.0
1681377300000,2023-04-13,09:15:00,13.09,9.7667,2.78531,4.935,9.418,8.12,1.283,0.561,0.22,0.08,24.9072,1476.795,4.00572,97.31,13.8,2739.0,5.69,0.0796,14427.0,909.0,0.0
1681378200000,2023-04-13,09:30:00,13.06,9.6965,2.73065,4.884,9.33,8.11,0.911,0.557,0.13,0.07,24.4173,1475.938,3.93505,95.97,13.8,2740.0,6.45,0.0903,16897.0,907.0,0.0
1681379100000,2023-04-13,09:45:00,13.13,9.6853,2.80495,4.812,9.251,8.1,1.402,0.776,0.34,0.34,25.1573,1476.794,4.04342,95.57,13.8,2741.0,5.77,0.0808,16911.0,909.0,0.0
1681380000000,2023-04-13,10:00:00,13.13,9.599,2.8177,4.745,9.356,8.12,1.593,0.733,0.53,0.38,25.344,1476.698,4.07194,96.59,13.8,2742.0,4.03,0.0565,17011.0,910.0,0.0
1681380900000,2023-04-13,10:15:00,13.13,9.6495,2.82187,4.672,9.332,8.12,1.479,0.673,0.52,0.26,25.3497,1476.892,4.07202,96.45,13.8,2743.0,4.87,0.0682,16969.0,908.0,0.0
1681381800000,2023-04-13,10:30:00,13.04,9.7372,2.77295,4.599,9.399,8.12,1.662,0.676,0.67,0.47,24.806,1476.557,3.99134,96.99,13.8,2744.0,3.87,0.0543,16977.0,908.0,0.0
1681382700000,2023-04-13,10:45:00,13.05,9.7457,2.76152,4.536,9.43,8.12,1.366,0.624,0.31,0.4,24.6876,1476.444,3.9739,97.25,13.8,2745.0,5.4,0.0756,16937.0,910.0,0.0
1681383600000,2023-04-13,11:00:00,13.06,9.6566,2.8122,4.458,9.36,8.12,1.532,0.586,0.42,0.22,25.2492,1476.792,4.05724,96.7,13.8,2746.0,5.86,0.0821,16783.0,909.0,0.0
1681384500000,2023-04-13,11:15:00,13.01,9.7021,2.79755,4.397,9.267,8.12,1.384,0.709,0.58,0.34,25.0728,1476.747,4.03081,95.72,13.8,2747.0,4.67,0.0654,16810.0,909.0,0.0
1681385400000,2023-04-13,11:30:00,13.01,9.6906,2.84369,4.332,9.357,8.12,1.32,0.491,0.35,0.08,25.5367,1477.266,4.09865,96.91,13.8,2748.0,4.11,0.0576,16967.0,909.0,0.0
1681386300000,2023-04-13,11:45:00,13.01,9.5516,2.84736,4.273,9.421,8.13,1.261,0.422,0.41,0.11,25.672,1476.912,4.12044,97.37,13.8,2749.0,4.52,0.0634,17025.0,909.0,0.0
1681387200000,2023-04-13,12:00:00,13.06,9.5408,2.84806,4.218,9.317,8.13,1.432,0.539,0.49,0.35,25.6867,1476.888,4.12275,96.29,13.8,2750.0,4.61,0.0646,16953.0,910.0,0.0
1681388100000,2023-04-13,12:15:00,12.98,9.5445,2.84194,4.173,9.172,8.12,1.239,0.556,0.39,0.19,25.6233,1476.824,4.11345,94.74,13.8,2751.0,5.18,0.0725,16710.0,908.0,0.0
1681389000000,2023-04-13,12:30:00,13.05,9.4136,2.91877,4.13,8.813,8.09,2.136,0.716,0.72,0.2,26.4841,1477.382,4.24072,91.28,13.8,2752.0,4.69,0.0657,16918.0,909.0,0.0
1681389900000,2023-04-13,12:45:00,13.04,9.403,2.93401,4.092,8.852,8.09,2.071,0.63,0.82,0.16,26.6445,1477.537,4.26417,91.75,13.8,2753.0,4.98,0.0698,16947.0,910.0,0.0
1681390800000,2023-04-13,13:00:00,12.96,9.3735,2.93965,4.062,8.67,8.08,2.512,0.749,0.9,0.09,26.723,1477.523,4.27604,89.85,13.8,2754.0,5.6,0.0785,16745.0,910.0,0.0
1681391700000,2023-04-13,13:15:00,13.01,9.3201,2.96172,4.046,8.62,8.08,3.128,0.618,1.37,0.13,26.9846,1477.641,4.31485,89.38,13.8,2755.0,5.67,0.0795,16824.0,909.0,0.0
1681392600000,2023-04-13,13:30:00,12.97,9.2466,2.98157,4.044,8.217,8.05,2.975,0.683,0.96,0.09,27.2401,1477.678,4.35309,85.21,13.8,2756.0,5.97,0.0836,16806.0,911.0,0.0
1681393500000,2023-04-13,13:45:00,13.05,9.2709,2.97743,4.049,8.351,8.04,2.958,1.003,1.16,0.6,27.18,1477.696,4.34396,86.59,13.8,2757.0,6.89,0.0965,16567.0,911.0,0.0
1681394400000,2023-04-13,14:00:00,12.99,9.3428,2.9569,4.067,8.685,8.07,2.714,0.76,0.67,0.14,26.9191,1477.647,4.30497,90.05,13.8,2758.0,6.03,0.0845,16477.0,912.0,0.0
1681395300000,2023-04-13,14:15:00,13.07,9.2736,2.98115,4.091,8.383,8.05,2.825,1.267,0.7,0.17,27.2153,1477.75,4.34904,86.95,13.8,2759.0,4.17,0.0584,16616.0,911.0,0.0
1681396200000,2023-04-13,14:30:00,13.28,9.3077,2.95792,4.109,7.983,8.03,2.72,1.189,0.72,0.09,26.9558,1477.561,4.31087,82.72,13.8,2760.0,6.63,0.0929,16418.0,912.0,0.0
1681397100000,2023-04-13,14:45:00,13.53,9.1893,2.98614,4.125,7.446,7.99,3.247,1.286,0.97,0.11,27.3299,1477.575,4.36706,77.16,13.8,2761.0,5.01,0.0702,16499.0,912.0,0.0
1681398000000,2023-04-13,15:00:00,13.98,9.138,2.99844,4.142,7.681,7.98,3.564,1.066,0.93,0.22,27.4937,1477.583,4.39165,79.59,13.8,2762.0,7.01,0.0982,16746.0,911.0,0.0
1681398900000,2023-04-13,15:15:00,14.55,9.0978,3.01047,4.156,7.508,7.96,4.243,0.745,1.65,0.07,27.6467,1477.619,4.41447,77.79,13.8,2763.0,7.98,0.112,16667.0,914.0,0.0
1681399800000,2023-04-13,15:30:00,14.53,9.084,3.03014,4.18,7.328,7.93,2.891,0.624,0.97,0.11,27.8569,1477.825,4.4451,76.0,13.8,2764.0,11.3,0.158,16706.0,913.0,0.0
1681400700000,2023-04-13,15:45:00,14.56,9.0675,3.0319,4.198,7.332,7.92,2.997,0.604,1.03,0.11,27.8877,1477.801,4.44984,76.04,13.8,2765.0,11.3,0.159,16761.0,912.0,0.0
1681401600000,2023-04-13,16:00:00,14.5,9.0736,3.03083,4.222,7.362,7.92,3.593,0.629,1.11,0.15,27.872,1477.805,4.44747,76.35,13.8,2766.0,11.5,0.161,16708.0,914.0,0.0
1681402500000,2023-04-13,16:15:00,14.53,9.086,3.02847,4.231,7.446,7.92,3.184,0.637,2.1,0.06,27.8383,1477.81,4.44239,77.22,13.8,2767.0,11.3,0.159,16741.0,913.0,0.0
1681403400000,2023-04-13,16:30:00,14.58,9.2031,3.00154,4.243,7.993,7.97,3.06,0.736,0.77,0.26,27.4749,1477.805,4.38782,82.91,13.8,2768.0,7.43,0.104,16750.0,912.0,0.0
1681404300000,2023-04-13,16:45:00,14.59,9.33,2.95405,4.248,9.051,8.06,2.726,0.788,0.88,0.22,26.9,1477.579,4.30242,93.8,13.8,2769.0,4.54,0.0636,16887.0,911.0,0.0
1681405200000,2023-04-13,17:00:00,14.64,9.1579,3.02257,4.247,7.71,8.0,2.846,0.737,1.05,0.22,27.7226,1477.939,4.42441,80.04,13.8,2770.0,8.72,0.122,16473.0,912.0,0.0
1681406100000,2023-04-13,17:15:00,14.55,9.1762,3.00809,4.238,7.681,7.97,2.832,0.793,1.33,0.2,27.5619,1477.811,4.40085,79.68,13.8,2771.0,7.68,0.108,16657.0,912.0,0.0
1681407000000,2023-04-13,17:30:00,14.48,9.2436,2.9955,4.233,8.075,8.0,3.32,0.709,1.38,0.09,27.3829,1477.845,4.37381,83.79,13.8,2772.0,7.56,0.106,16794.0,913.0,0.0
1681407900000,2023-04-13,17:45:00,14.51,9.3243,2.94891,4.225,9.222,8.08,2.339,0.751,0.66,0.18,26.8528,1477.499,4.29567,95.55,13.8,2773.0,5.4,0.0756,16625.0,911.0,0.0
1681408800000,2023-04-13,18:00:00,14.12,9.3257,2.94053,4.207,9.443,8.12,2.215,0.633,0.75,0.17,26.7675,1477.401,4.28328,97.78,13.8,2774.0,4.72,0.0662,16784.0,910.0,0.0
1681409700000,2023-04-13,18:15:00,14.04,9.3543,2.96496,4.175,9.241,8.11,2.576,0.945,0.78,0.13,26.9913,1477.78,4.31526,95.89,13.8,2775.0,5.32,0.0745,16869.0,911.0,0.0
1681410600000,2023-04-13,18:30:00,14.17,9.3992,2.96347,4.134,9.408,8.12,3.615,0.668,1.39,0.1,26.9426,1477.887,4.30747,97.62,13.8,2776.0,5.58,0.0782,16330.0,910.0,0.0
1681411500000,2023-04-13,18:45:00,14.08,9.3059,2.98182,4.09,8.841,8.09,3.299,0.736,1.4,0.1,27.1975,1477.849,4.34592,91.76,13.8,2777.0,5.9,0.0826,16742.0,912.0,0.0
1681412400000,2023-04-13,19:00:00,14.04,9.3219,2.97848,4.011,8.969,8.09,3.372,0.597,1.15,0.09,27.1519,1477.851,4.33905,93.09,13.8,2778.0,6.07,0.085,16757.0,912.0,0.0
1681413300000,2023-04-13,19:15:00,14.01,9.3685,2.98073,3.917,9.143,8.1,2.367,0.8,0.63,0.17,27.1391,1478.009,4.33642,94.99,13.8,2779.0,6.83,0.0956,16212.0,910.0,0.0
1681414200000,2023-04-13,19:30:00,14.12,9.3635,2.98215,3.805,9.291,8.12,3.102,0.653,0.75,0.07,27.1573,1478.01,4.33913,96.52,13.8,2780.0,9.66,0.135,15038.0,912.0,0.0
1681415100000,2023-04-13,19:45:00,14.03,9.3125,2.98908,3.693,9.07,8.1,2.693,0.825,1.07,0.21,27.2658,1477.95,4.35568,94.2,13.8,2781.0,5.39,0.0755,16701.0,910.0,0.0
1681416000000,2023-04-13,20:00:00,14.03,9.3397,2.98682,3.558,9.07,8.1,3.06,0.919,1.0,0.17,27.2223,1477.997,4.34892,94.22,13.8,2782.0,5.27,0.0738,16774.0,912.0,0.0
1681416900000,2023-04-13,20:15:00,14.11,9.3607,2.994,3.405,8.506,8.07,2.92,1.353,1.01,0.12,27.2787,1478.141,4.35672,88.44,13.8,2783.0,5.38,0.0754,16658.0,910.0,0.0
1681417800000,2023-04-13,20:30:00,14.06,9.3821,2.98243,3.256,8.901,8.08,3.887,0.571,1.5,0.18,27.1461,1478.057,4.33717,92.52,13.8,2784.0,4.93,0.069,16704.0,911.0,0.0
1681418700000,2023-04-13,20:45:00,14.0,9.4224,2.98015,3.101,9.69,8.13,3.117,0.554,1.21,0.13,27.0928,1478.14,4.32879,100.77,13.8,2785.0,3.0,0.0421,16639.0,911.0,0.0
1681419600000,2023-04-13,21:00:00,14.0,9.4691,2.97823,2.941,10.27,8.19,3.026,2.121,1.02,1.42,27.0385,1478.245,4.32015,106.88,13.8,2786.0,2.98,0.0417,16740.0,909.0,0.0
1681420500000,2023-04-13,21:15:00,13.99,9.5078,2.97295,2.768,10.295,8.2,4.171,0.73,2.01,0.13,26.9565,1478.286,4.30765,107.17,13.8,2787.0,2.92,0.0409,16927.0,910.0,0.0
1681421400000,2023-04-13,21:30:00,14.07,9.6331,2.94061,2.601,9.109,8.14,1.588,0.826,0.75,0.11,26.5407,1478.244,4.24538,94.81,13.8,2788.0,2.73,0.0383,16497.0,909.0,0.0
1681422300000,2023-04-13,21:45:00,14.0,10.202,2.95034,2.439,9.255,8.13,0.977,0.729,0.38,0.1,26.2218,1479.954,4.19059,97.3,13.8,2789.0,4.12,0.0577,16806.0,908.0,0.0
1681423200000,2023-04-13,22:00:00,14.03,10.5707,2.97168,2.29,9.316,8.12,0.887,0.781,0.18,0.11,26.1649,1481.228,4.17715,98.73,13.8,2790.0,4.0,0.056,16479.0,906.0,0.0
1681424100000,2023-04-13,22:15:00,13.95,10.4422,2.94551,2.137,9.412,8.12,0.844,0.905,0.22,0.24,26.0023,1480.562,4.15537,99.41,13.8,2791.0,3.62,0.0507,16656.0,906.0,0.0
1681425000000,2023-04-13,22:30:00,13.97,10.1971,2.92303,2.009,9.435,8.13,1.09,0.918,0.5,0.08,25.9578,1479.61,4.15236,99.14,13.8,2792.0,4.45,0.0623,16322.0,905.0,0.0
1681425900000,2023-04-13,22:45:00,13.96,10.3569,2.91337,1.884,9.497,8.13,0.878,0.566,0.28,0.11,25.75,1479.941,4.11995,99.96,13.8,2793.0,3.89,0.0545,16742.0,905.0,0.0
1681426800000,2023-04-13,23:00:00,14.06,10.3909,2.907,1.78,9.461,8.13,0.809,0.731,0.24,0.07,25.664,1479.96,4.10699,99.59,13.8,2794.0,4.14,0.058,16780.0,905.0,0.0
1681427700000,2023-04-13,23:15:00,13.96,10.3452,2.83842,1.68,9.553,8.14,0.87,0.606,0.24,0.07,25.0291,1479.025,4.01529,100.08,13.8,2795.0,4.31,0.0604,16931.0,905.0,0.0
1681428600000,2023-04-13,23:30:00,13.98,10.3453,2.77748,1.601,9.5,8.13,0.829,0.843,0.14,0.51,24.4381,1478.311,3.92906,99.14,13.8,2796.0,5.39,0.0755,16834.0,904.0,0.0
1681429500000,2023-04-13,23:45:00,14.01,10.5376,2.78284,1.527,9.47,8.13,4.314,15.792,0.4,1.69,24.3613,1478.922,3.91535,99.27,13.8,2797.0,6.27,0.0878,14861.0,905.0,0.0
1681430400000,2023-04-14,00:00:00,14.06,10.5166,2.77795,1.498,9.484,8.12,3.7,11.346,0.37,1.2,24.3281,1478.805,3.91077,99.33,13.8,2798.0,5.13,0.0718,14271.0,902.0,0.0
1681431300000,2023-04-14,00:15:00,14.03,10.6931,2.79837,1.479,9.482,8.12,3.652,9.36,0.69,2.03,24.407,1479.543,3.92005,99.69,13.8,2799.0,5.06,0.0709,15119.0,902.0,0.0
1681432200000,2023-04-14,00:30:00,14.03,10.9597,2.8161,1.475,9.358,8.13,4.648,13.477,0.78,2.97,24.3994,1480.502,3.91563,98.94,13.8,2800.0,5.22,0.0731,13825.0,901.0,0.0
1681433100000,2023-04-14,00:45:00,14.02,10.6516,2.78594,1.493,9.425,8.13,5.479,17.277,0.7,2.22,24.3152,1479.282,3.90718,98.96,13.8,2801.0,6.37,0.0893,14744.0,901.0,0.0
1681434000000,2023-04-14,01:00:00,14.03,10.6576,2.77145,1.525,9.194,8.11,6.95,23.135,0.94,3.81,24.1721,1479.132,3.88619,96.46,13.8,2802.0,6.08,0.0852,13965.0,901.0,0.0
1681434900000,2023-04-14,01:15:00,14.03,10.5371,2.7593,1.567,9.155,8.1,4.749,15.507,0.88,3.73,24.1349,1478.648,3.88227,95.8,13.8,2803.0,6.86,0.0961,11186.0,903.0,0.0
1681435800000,2023-04-14,01:30:00,14.01,10.3499,2.73907,1.638,9.183,8.1,5.383,16.705,0.51,2.05,24.0634,1477.877,3.87423,95.68,13.8,2804.0,3.3,0.0462,13051.0,902.0,0.0
1681436700000,2023-04-14,01:45:00,14.0,10.0512,2.7076,1.726,9.52,8.1,0.996,0.666,0.15,0.09,23.9555,1476.646,3.86234,98.42,13.8,2805.0,6.71,0.0939,16013.0,905.0,0.0
1681437600000,2023-04-14,02:00:00,14.03,9.9771,2.69643,1.826,9.558,8.1,1.131,0.64,0.13,0.08,23.8957,1476.3,3.85456,98.6,13.8,2806.0,6.05,0.0847,16394.0,905.0,0.0
1681438500000,2023-04-14,02:15:00,14.03,9.9554,2.7001,1.939,9.554,8.1,1.229,0.687,0.23,0.06,23.9457,1476.282,3.86221,98.54,13.8,2807.0,5.59,0.0783,16577.0,907.0,0.0
1681439400000,2023-04-14,02:30:00,13.84,9.9401,2.69839,2.057,9.574,8.1,1.245,0.697,0.2,0.24,23.9392,1476.22,3.86145,98.71,13.8,2808.0,5.64,0.0791,16621.0,907.0,0.0
1681440300000,2023-04-14,02:45:00,13.42,9.9259,2.70551,2.2,9.571,8.1,1.56,2.68,0.43,6.39,24.018,1476.265,3.87322,98.69,13.8,2809.0,5.87,0.0822,16505.0,908.0,0.0
1681441200000,2023-04-14,03:00:00,13.31,9.9839,2.71402,2.344,9.405,8.1,1.633,1.168,0.45,0.23,24.0624,1476.536,3.87895,97.14,13.8,2810.0,7.37,0.103,15564.0,907.0,0.0
1681442100000,2023-04-14,03:15:00,13.26,10.2074,2.73485,2.496,8.806,8.06,2.323,1.004,0.6,0.09,24.1166,1477.43,3.88392,91.37,13.8,2811.0,5.17,0.0724,15610.0,906.0,0.0
1681443000000,2023-04-14,03:30:00,13.32,9.9238,2.71607,2.657,9.426,8.09,1.52,0.792,0.73,0.19,24.1224,1476.39,3.88857,97.25,13.8,2812.0,5.95,0.0834,16489.0,908.0,0.0
1681443900000,2023-04-14,03:45:00,13.23,9.9002,2.70299,2.828,9.605,8.1,1.582,1.169,0.44,0.82,24.0102,1476.17,3.87245,98.98,13.8,2813.0,5.56,0.0778,16613.0,905.0,0.0
1681444800000,2023-04-14,04:00:00,13.22,9.9459,2.70379,3.008,9.729,8.11,1.279,0.7,0.13,0.09,23.9877,1476.315,3.86854,100.34,13.8,2814.0,3.62,0.0507,15858.0,907.0,0.0
1681445700000,2023-04-14,04:15:00,13.2,9.9596,2.70765,3.203,9.546,8.11,1.245,0.917,0.2,0.12,24.0162,1476.404,3.87255,98.5,13.8,2815.0,5.92,0.0829,16002.0,908.0,0.0
1681446600000,2023-04-14,04:30:00,13.2,9.9438,2.70726,3.4,9.452,8.1,1.196,0.873,0.19,0.4,24.0228,1476.356,3.87373,97.51,13.8,2816.0,5.21,0.073,16542.0,908.0,0.0
1681447500000,2023-04-14,04:45:00,13.26,9.8683,2.70251,3.603,9.461,8.1,1.18,0.844,0.14,0.23,24.0265,1476.083,3.87531,97.45,13.8,2817.0,5.98,0.0838,16501.0,907.0,0.0
1681448400000,2023-04-14,05:00:00,13.17,9.7499,2.69173,3.798,9.552,8.1,1.284,0.453,0.46,0.15,23.9997,1475.613,3.87301,98.11,13.8,2818.0,6.42,0.0899,16587.0,907.0,0.0
1681449300000,2023-04-14,05:15:00,13.17,9.7428,2.68753,3.982,9.478,8.1,1.233,0.491,0.47,0.06,23.9631,1475.545,3.86776,97.3,13.8,2819.0,5.76,0.0806,16664.0,909.0,0.0
1681450200000,2023-04-14,05:30:00,13.21,9.7408,2.6859,4.153,9.417,8.09,1.374,0.552,0.46,0.06,23.9484,1475.523,3.86563,96.66,13.8,2820.0,5.89,0.0825,16469.0,909.0,0.0
1681451100000,2023-04-14,05:45:00,13.16,9.7675,2.68778,4.303,9.602,8.1,1.24,0.365,0.26,0.06,23.9491,1475.626,3.86537,98.62,13.8,2821.0,6.29,0.088,16804.0,910.0,0.0
1681452000000,2023-04-14,06:00:00,13.15,10.0629,2.80223,4.442,9.477,8.1,1.507,0.874,0.39,0.38,24.8695,1477.839,3.99601,98.55,13.9,2822.0,5.9,0.0827,16767.0,909.0,0.0
1681452900000,2023-04-14,06:15:00,13.24,10.0852,2.781,4.581,9.496,8.11,1.768,0.561,0.43,0.05,24.6469,1477.655,3.96321,98.66,13.8,2823.0,4.68,0.0655,16758.0,907.0,0.0
1681453800000,2023-04-14,06:30:00,13.16,10.1345,2.80235,4.696,9.44,8.11,1.323,0.707,0.25,0.13,24.8215,1478.049,3.98804,98.29,13.8,2824.0,5.84,0.0818,16792.0,906.0,0.0
1681454700000,2023-04-14,06:45:00,13.23,10.0589,2.85433,4.803,9.592,8.12,1.772,0.572,0.63,0.17,25.3818,1478.45,4.07076,100.08,13.8,2825.0,4.72,0.0661,16864.0,907.0,0.0
1681455600000,2023-04-14,07:00:00,13.13,9.8642,2.84581,4.891,9.718,8.14,2.279,0.505,0.71,0.15,25.4348,1477.796,4.08128,101.0,13.8,2826.0,4.9,0.0686,16863.0,907.0,0.0
1681456500000,2023-04-14,07:15:00,13.2,10.0331,2.8594,4.955,9.603,8.14,1.865,0.598,0.65,0.14,25.4495,1478.44,4.081,100.18,13.8,2827.0,4.76,0.0667,16898.0,907.0,0.0
1681457400000,2023-04-14,07:30:00,13.13,10.0688,2.8681,5.008,9.701,8.14,1.979,0.473,0.45,0.12,25.5097,1478.645,4.08925,101.31,13.8,2828.0,4.54,0.0635,16959.0,906.0,0.0
1681458300000,2023-04-14,07:45:00,13.12,9.9342,2.86814,5.055,9.814,8.15,2.19,0.447,0.67,0.07,25.6051,1478.264,4.10506,102.27,13.8,2829.0,5.56,0.0778,16943.0,907.0,0.0
1681459200000,2023-04-14,08:00:00,13.12,9.9179,2.86963,5.098,9.854,8.16,2.372,0.558,0.8,0.2,25.6312,1478.236,4.1091,102.65,13.8,2830.0,4.87,0.0682,16978.0,908.0,0.0
1681460100000,2023-04-14,08:15:00,13.1,10.0948,2.8769,5.129,9.688,8.15,1.998,0.6,0.86,0.21,25.5776,1478.825,4.09876,101.25,13.8,2831.0,4.28,0.0599,16885.0,907.0,0.0
1681461000000,2023-04-14,08:30:00,13.1,10.1521,2.87728,5.152,9.586,8.14,2.874,0.597,0.81,0.14,25.541,1478.992,4.09262,100.32,13.8,2832.0,4.94,0.0692,16778.0,905.0,0.0
1681461900000,2023-04-14,08:45:00,13.09,10.1443,2.87266,5.156,9.626,8.14,1.933,0.463,0.53,0.21,25.5012,1478.915,4.08695,100.7,13.8,2833.0,4.05,0.0568,16965.0,905.0,0.0
1681462800000,2023-04-14,09:00:00,13.09,10.1544,2.87802,5.147,9.601,8.14,1.834,0.478,0.42,0.09,25.5466,1479.007,4.09341,100.48,13.8,2834.0,4.81,0.0674,16979.0,905.0,0.0
1681463700000,2023-04-14,09:15:00,13.06,10.1569,2.87953,5.133,9.558,8.14,1.577,0.429,0.3,0.05,25.5596,1479.031,4.09526,100.05,13.8,2835.0,4.66,0.0653,16850.0,905.0,0.0
1681464600000,2023-04-14,09:30:00,13.06,10.0855,2.88706,5.106,9.637,8.14,2.348,0.899,1.28,1.7,25.6837,1478.919,4.11432,100.81,13.8,2836.0,4.38,0.0614,16959.0,906.0,0.0
