UnixTimestamp,Date,Time,SystemBattery,HCEP(TEMP),HCEP(COND),HCEP(PRES),HCEP(OXY),HCEP(PH),HCEP(FL),HCEP(TURB),HCEP(FSD),HCEP(TSD),HCEP(SAL),HCEP(SNDV),HCEP(SPC),HCEP(OSAT),HCEP(VOLT),HCEP(NUM),SUNA(M_Parameter1),SUNA(M_Parameter2),SUNA(M_Parameter3),SUNA(M_Parameter4),HCEP(ERR)
1681096500000,2023-04-10,03:15:00,13.21,9.2836,2.87053,5.049,10.019,8.29,3.081,0.548,0.9,0.09,26.0963,1476.438,4.18646,103.21,13.8,2427.0,1.39,0.0195,16523.0,910.0,0.0
1681097400000,2023-04-10,03:30:00,13.21,9.2494,2.87031,5.059,9.989,8.29,2.897,0.543,1.05,0.14,26.119,1476.338,4.19031,102.84,13.8,2428.0,2.38,0.0334,17128.0,911.0,0.0
1681098300000,2023-04-10,03:45:00,13.2,9.2413,2.86893,5.081,9.963,8.28,2.669,0.435,0.36,0.06,26.111,1476.298,4.18928,102.54,13.8,2429.0,1.46,0.0204,16969.0,911.0,0.0
1681099200000,2023-04-10,04:00:00,13.17,9.25,2.86225,5.072,9.935,8.28,2.705,0.454,0.67,0.1,26.0377,1476.241,4.17847,102.23,13.8,2430.0,1.69,0.0236,16967.0,911.0,0.0
1681100100000,2023-04-10,04:15:00,13.17,9.2418,2.86386,5.05,9.927,8.28,2.491,0.445,0.55,0.1,26.0599,1476.237,4.18182,102.14,13.8,2431.0,2.81,0.0393,16960.0,912.0,0.0
1681101000000,2023-04-10,04:30:00,13.25,9.2335,2.86064,5.049,9.896,8.28,2.153,0.5,0.44,0.15,26.0336,1476.174,4.17813,101.79,13.8,2432.0,1.68,0.0235,16975.0,911.0,0.0
1681101900000,2023-04-10,04:45:00,13.17,9.2227,2.85604,5.029,9.895,8.28,2.442,0.525,0.96,0.12,25.9954,1476.086,4.17273,101.72,13.8,2433.0,1.7,0.0238,16966.0,910.0,0.0
1681102800000,2023-04-10,05:00:00,13.17,9.2392,2.86197,4.986,9.862,8.28,2.124,0.429,0.64,0.07,26.0429,1476.205,4.17938,101.46,13.8,2434.0,2.31,0.0323,16650.0,910.0,0.0
1681103700000,2023-04-10,05:15:00,13.24,9.2444,2.86175,4.938,9.857,8.28,1.985,0.425,0.69,0.08,26.0368,1476.217,4.17842,101.41,13.8,2435.0,0.988,0.0138,16552.0,911.0,0.0
1681104600000,2023-04-10,05:30:00,13.15,9.2509,2.86382,4.877,9.831,8.27,2.064,0.411,0.79,0.08,26.0529,1476.26,4.18065,101.17,13.8,2436.0,2.03,0.0284,17048.0,911.0,0.0
1681105500000,2023-04-10,05:45:00,13.16,9.2564,2.86197,4.815,9.727,8.27,1.832,0.463,0.5,0.06,26.0303,1476.252,4.17727,100.09,13.8,2437.0,1.9,0.0267,17093.0,910.0,0.0
1681106400000,2023-04-10,06:00:00,13.13,9.2656,2.86571,4.751,9.751,8.27,2.175,0.559,0.51,0.24,26.0612,1476.323,4.18161,100.38,13.8,2438.0,1.64,0.023,17017.0,912.0,0.0
1681107300000,2023-04-10,06:15:00,13.13,9.2687,2.86615,4.671,9.749,8.27,1.828,0.483,0.61,0.27,26.0634,1476.336,4.18188,100.37,13.8,2439.0,1.92,0.0269,17043.0,911.0,0.0
1681108200000,2023-04-10,06:30:00,13.2,9.2567,2.86865,4.574,9.633,8.26,1.8,0.463,0.65,0.11,26.0971,1476.331,4.18698,99.17,13.8,2440.0,1.42,0.0199,17005.0,911.0,0.0
1681109100000,2023-04-10,06:45:00,13.12,9.3902,2.87751,4.489,9.64,8.25,1.852,0.496,0.54,0.22,26.0886,1476.819,4.18361,99.52,13.8,2441.0,2.63,0.0368,16941.0,911.0,0.0
1681110000000,2023-04-10,07:00:00,13.12,9.2603,2.87402,4.387,9.588,8.25,2.256,0.697,0.53,0.59,26.1485,1476.404,4.19438,98.76,13.8,2442.0,2.14,0.0299,17052.0,910.0,0.0
1681110900000,2023-04-10,07:15:00,13.12,9.2534,2.87558,4.283,9.668,8.25,2.302,0.652,0.53,0.27,26.1693,1476.401,4.19752,99.58,13.8,2443.0,1.8,0.0253,17145.0,910.0,0.0
1681111800000,2023-04-10,07:30:00,13.11,9.2528,2.87582,4.18,9.597,8.25,2.167,0.68,0.81,0.3,26.1721,1476.401,4.19793,98.84,13.8,2444.0,1.78,0.0249,17144.0,912.0,0.0
1681112700000,2023-04-10,07:45:00,13.18,9.2557,2.87497,4.064,9.569,8.24,2.703,0.653,0.85,0.14,26.1615,1476.397,4.19634,98.55,13.8,2445.0,2.04,0.0285,17120.0,911.0,0.0
1681113600000,2023-04-10,08:00:00,13.09,9.2157,2.87966,3.966,9.559,8.24,2.704,0.61,0.76,0.14,26.2379,1476.338,4.2081,98.41,13.8,2446.0,2.39,0.0334,17066.0,911.0,0.0
1681114500000,2023-04-10,08:15:00,13.09,9.2065,2.88051,3.86,9.598,8.24,2.362,0.82,1.15,0.35,26.2532,1476.321,4.21047,98.8,13.8,2447.0,1.8,0.0253,16919.0,912.0,0.0
1681115400000,2023-04-10,08:30:00,13.07,9.2404,2.87823,3.78,9.558,8.24,2.612,0.557,0.63,0.12,26.2054,1476.388,4.20296,98.43,13.8,2448.0,2.41,0.0338,16967.0,911.0,0.0
1681116300000,2023-04-10,08:45:00,13.07,9.2465,2.8773,3.713,9.506,8.23,2.571,1.044,1.19,0.53,26.1917,1476.393,4.20087,97.9,13.8,2449.0,2.31,0.0324,17041.0,911.0,0.0
1681117200000,2023-04-10,09:00:00,13.05,9.2737,2.87183,3.66,9.203,8.22,1.519,0.695,0.44,0.37,26.117,1476.404,4.18955,94.79,13.8,2450.0,1.58,0.0221,17052.0,912.0,0.0
1681118100000,2023-04-10,09:15:00,13.05,9.2767,2.87125,3.634,9.424,8.22,1.487,0.539,0.63,0.16,26.109,1476.404,4.18834,97.07,13.8,2451.0,1.6,0.0224,17146.0,910.0,0.0
1681119000000,2023-04-10,09:30:00,13.07,9.2556,2.86874,3.625,9.453,8.23,1.51,0.451,0.49,0.06,26.0992,1476.314,4.18726,97.32,13.8,2452.0,2.29,0.032,16979.0,910.0,0.0
1681119900000,2023-04-10,09:45:00,13.09,9.2221,2.86505,3.646,9.518,8.24,1.501,0.5,0.3,0.13,26.0867,1476.173,4.18596,97.91,13.8,2453.0,1.67,0.0234,17184.0,911.0,0.0
1681120800000,2023-04-10,10:00:00,13.04,9.2118,2.86325,3.685,9.51,8.24,1.72,0.492,0.65,0.14,26.0761,1476.122,4.18459,97.79,13.8,2454.0,1.05,0.0147,16993.0,912.0,0.0
1681121700000,2023-04-10,10:15:00,13.01,9.2553,2.87912,3.739,9.635,8.24,2.451,1.142,0.52,0.68,26.2035,1476.441,4.20245,99.25,13.8,2455.0,1.84,0.0258,17166.0,912.0,0.0
1681122600000,2023-04-10,10:30:00,13.05,9.2466,2.87813,3.803,9.797,8.25,2.782,0.487,0.61,0.11,26.1999,1476.406,4.20207,100.91,13.8,2456.0,1.84,0.0258,17232.0,910.0,0.0
1681123500000,2023-04-10,10:45:00,12.99,9.2536,2.87814,3.888,9.789,8.25,2.635,0.525,0.61,0.18,26.1949,1476.427,4.20122,100.83,13.8,2457.0,2.06,0.0289,17211.0,910.0,0.0
1681124400000,2023-04-10,11:00:00,12.99,9.2305,2.87609,3.964,9.85,8.26,2.867,0.717,0.55,0.42,26.1912,1476.337,4.20107,101.41,13.8,2458.0,1.85,0.0259,17223.0,911.0,0.0
1681125300000,2023-04-10,11:15:00,13.07,9.214,2.87504,4.039,9.865,8.26,3.645,0.705,1.07,0.24,26.1927,1476.278,4.20156,101.53,13.8,2459.0,1.71,0.0239,17155.0,910.0,0.0
1681126200000,2023-04-10,11:30:00,12.98,9.2155,2.87527,4.119,9.881,8.26,2.992,0.588,0.78,0.21,26.1939,1476.286,4.20171,101.69,13.8,2460.0,2.34,0.0327,16830.0,911.0,0.0
1681127100000,2023-04-10,11:45:00,12.96,9.202,2.87412,4.214,9.883,8.26,2.77,0.541,0.88,0.1,26.1922,1476.235,4.20169,101.68,13.8,2461.0,2.09,0.0293,17098.0,911.0,0.0
1681128000000,2023-04-10,12:00:00,12.96,9.2032,2.87435,4.303,9.885,8.27,3.275,0.586,1.11,0.28,26.1936,1476.243,4.20187,101.71,13.8,2462.0,2.39,0.0334,17164.0,911.0,0.0
1681128900000,2023-04-10,12:15:00,13.03,9.2034,2.87383,4.397,9.865,8.26,2.754,0.529,0.53,0.12,26.1882,1476.239,4.20109,101.49,13.8,2463.0,1.78,0.0249,17134.0,912.0,0.0
1681129800000,2023-04-10,12:30:00,12.96,9.2083,2.87407,4.481,9.824,8.26,3.036,0.866,1.0,0.53,26.187,1476.257,4.20084,101.08,13.8,2464.0,3.17,0.0443,16651.0,911.0,0.0
1681130700000,2023-04-10,12:45:00,12.94,9.2113,2.87343,4.561,9.873,8.26,2.055,0.533,0.84,0.3,26.1783,1476.259,4.19953,101.59,13.8,2465.0,1.95,0.0273,16818.0,912.0,0.0
1681131600000,2023-04-10,13:00:00,12.94,9.2098,2.87379,4.642,9.791,8.26,2.314,0.542,0.71,0.15,26.183,1476.26,4.20024,100.74,13.8,2466.0,2.27,0.0318,16933.0,911.0,0.0
1681132500000,2023-04-10,13:15:00,13.01,9.2104,2.87582,4.718,9.671,8.25,1.94,0.373,0.37,0.06,26.203,1476.288,4.20315,99.53,13.8,2467.0,1.83,0.0257,16757.0,910.0,0.0
1681133400000,2023-04-10,13:30:00,12.94,9.2126,2.8741,4.792,9.378,8.23,2.052,0.541,0.57,0.07,26.184,1476.274,4.20036,96.5,13.8,2468.0,1.51,0.0212,16767.0,912.0,0.0
1681134300000,2023-04-10,13:45:00,13.01,9.2144,2.87394,4.857,9.292,8.22,2.164,0.53,0.62,0.12,26.1811,1476.278,4.1999,95.62,13.8,2469.0,2.07,0.029,16938.0,910.0,0.0
1681135200000,2023-04-10,14:00:00,12.95,9.2111,2.87423,4.905,9.498,8.23,2.613,0.542,0.8,0.1,26.1864,1476.273,4.20073,97.74,13.8,2470.0,1.88,0.0263,17003.0,911.0,0.0
1681136100000,2023-04-10,14:15:00,12.95,9.2125,2.87383,4.951,9.365,8.22,2.266,1.081,0.64,0.88,26.1813,1476.273,4.19997,96.37,13.8,2471.0,2.25,0.0315,16845.0,912.0,0.0
1681137000000,2023-04-10,14:30:00,12.94,9.2139,2.87393,4.984,9.126,8.2,2.22,0.805,0.84,0.17,26.1813,1476.279,4.19994,93.91,13.8,2472.0,1.84,0.0258,16802.0,912.0,0.0
1681137900000,2023-04-10,14:45:00,12.97,9.2036,2.87254,5.001,9.744,8.24,2.512,0.54,0.44,0.09,26.1748,1476.233,4.19917,100.24,13.8,2473.0,2.39,0.0334,16706.0,911.0,0.0
1681138800000,2023-04-10,15:00:00,13.0,9.2115,2.87333,4.993,9.58,8.24,2.528,0.629,0.75,0.07,26.177,1476.265,4.19936,98.58,13.8,2474.0,-0.747,-0.0105,16523.0,912.0,0.0
1681139700000,2023-04-10,15:15:00,13.05,9.208,2.87257,4.974,9.581,8.24,3.185,0.568,1.47,0.06,26.172,1476.245,4.19868,98.57,13.8,2475.0,2.14,0.03,16944.0,911.0,0.0
1681140600000,2023-04-10,15:30:00,13.0,9.2147,2.87279,4.936,9.807,8.25,1.835,0.381,0.39,0.06,26.1693,1476.267,4.19818,100.91,13.8,2476.0,2.47,0.0346,17041.0,911.0,0.0
1681141500000,2023-04-10,15:45:00,13.08,9.2105,2.87221,4.885,9.677,8.25,2.58,0.579,0.58,0.05,26.1665,1476.247,4.19784,99.57,13.8,2477.0,2.26,0.0316,16873.0,912.0,0.0
1681142400000,2023-04-10,16:00:00,13.2,9.2149,2.87235,4.795,9.649,8.25,3.655,0.462,1.72,0.06,26.1648,1476.26,4.19752,99.28,13.8,2478.0,2.52,0.0353,16936.0,909.0,0.0
1681143300000,2023-04-10,16:15:00,13.14,9.2169,2.8723,4.671,9.481,8.23,2.377,0.744,0.5,0.12,26.1629,1476.263,4.19719,97.56,13.8,2479.0,2.19,0.0307,16940.0,910.0,0.0
1681144200000,2023-04-10,16:30:00,13.2,9.2177,2.87203,4.535,9.36,8.22,2.219,0.617,0.84,0.06,26.1596,1476.26,4.19671,96.31,13.8,2480.0,1.84,0.0258,16940.0,912.0,0.0
1681145100000,2023-04-10,16:45:00,13.49,9.2175,2.87198,4.38,9.617,8.23,2.266,0.453,0.77,0.05,26.1593,1476.256,4.19665,98.96,13.8,2481.0,2.15,0.0302,16988.0,910.0,0.0
1681146000000,2023-04-10,17:00:00,13.84,9.2201,2.87234,4.21,9.419,8.22,1.94,0.704,0.69,0.07,26.161,1476.265,4.19685,96.93,13.8,2482.0,1.74,0.0244,16911.0,910.0,0.0
1681146900000,2023-04-10,17:15:00,14.14,9.2227,2.87242,4.034,9.343,8.21,1.828,0.599,0.78,0.1,26.1601,1476.271,4.19666,96.15,13.8,2483.0,1.8,0.0251,16939.0,911.0,0.0
1681147800000,2023-04-10,17:30:00,14.22,9.2256,2.87239,3.844,9.542,8.22,1.694,0.761,0.59,0.23,26.1577,1476.276,4.19625,98.2,13.8,2484.0,2.27,0.0318,17038.0,911.0,0.0
1681148700000,2023-04-10,17:45:00,14.39,9.2284,2.87218,3.641,9.615,8.22,3.115,0.464,0.85,0.14,26.1537,1476.278,4.19562,98.96,13.8,2485.0,1.73,0.0242,16847.0,911.0,0.0
1681149600000,2023-04-10,18:00:00,14.32,9.2306,2.87194,3.428,9.705,8.23,2.087,0.45,0.78,0.1,26.1497,1476.278,4.19499,99.89,13.8,2486.0,2.07,0.0289,16941.0,911.0,0.0
1681150500000,2023-04-10,18:15:00,14.47,9.2459,2.87537,3.214,9.272,8.21,1.957,0.757,1.02,0.12,26.173,1476.36,4.19813,95.48,13.8,2487.0,1.0,0.014,15922.0,911.0,0.0
1681151400000,2023-04-10,18:30:00,14.58,9.2259,2.88197,2.993,9.153,8.2,2.801,0.539,1.34,0.04,26.2539,1476.38,4.21021,94.26,13.8,2488.0,2.56,0.0359,14935.0,912.0,0.0
1681152300000,2023-04-10,18:45:00,14.5,9.2437,2.88117,2.776,9.1,8.19,1.917,0.516,0.69,0.1,26.2329,1476.418,4.20686,93.74,13.8,2489.0,2.62,0.0367,16647.0,912.0,0.0
1681153200000,2023-04-10,19:00:00,14.5,9.2508,2.88158,2.569,9.186,8.19,2.249,2.352,0.93,7.14,26.2319,1476.44,4.20659,94.64,13.8,2490.0,3.5,0.049,16640.0,912.0,0.0
1681154100000,2023-04-10,19:15:00,14.56,9.2543,2.88184,2.363,9.133,8.19,3.129,0.579,1.17,0.28,26.2321,1476.45,4.20654,94.09,13.8,2491.0,2.31,0.0324,16990.0,911.0,0.0
1681155000000,2023-04-10,19:30:00,14.47,9.26,2.88213,2.16,9.127,8.19,1.407,0.45,0.37,0.05,26.2308,1476.467,4.20626,94.05,13.8,2492.0,2.46,0.0344,16809.0,911.0,0.0
1681155900000,2023-04-10,19:45:00,14.56,9.26,2.87778,1.963,8.934,8.18,1.617,0.859,0.67,0.1,26.1873,1476.41,4.19991,92.03,13.8,2493.0,1.79,0.0251,16795.0,912.0,0.0
1681156800000,2023-04-10,20:00:00,14.47,9.249,2.886,1.794,9.201,8.19,2.384,0.498,0.55,0.09,26.2779,1476.477,4.21327,94.82,13.8,2494.0,2.91,0.0408,16922.0,910.0,0.0
1681157700000,2023-04-10,20:15:00,14.55,9.2404,2.88521,1.651,9.671,8.22,2.492,0.336,0.82,0.04,26.2763,1476.44,4.21316,99.64,13.8,2495.0,1.31,0.0183,16705.0,913.0,0.0
1681158600000,2023-04-10,20:30:00,14.46,9.251,2.8857,1.533,9.523,8.22,2.615,0.617,0.73,0.11,26.2735,1476.474,4.21258,98.14,13.8,2496.0,2.29,0.032,16997.0,911.0,0.0
1681159500000,2023-04-10,20:45:00,14.5,9.2507,2.8868,1.463,9.225,8.2,2.425,1.009,0.55,0.18,26.2848,1476.486,4.21423,95.07,13.8,2497.0,1.93,0.027,17120.0,911.0,0.0
1681160400000,2023-04-10,21:00:00,14.58,9.2567,2.89206,1.408,8.608,8.16,2.263,1.501,0.55,0.17,26.3332,1476.567,4.22115,88.75,13.8,2498.0,1.53,0.0215,16888.0,911.0,0.0
1681161300000,2023-04-10,21:15:00,14.15,9.1703,2.90491,1.374,9.115,8.17,3.341,0.743,0.97,0.15,26.5263,1476.477,4.25064,93.92,13.8,2499.0,-15.3,-0.214,9082.0,910.0,0.0
1681162200000,2023-04-10,21:30:00,14.11,9.1924,2.90511,1.362,9.092,8.17,3.27,0.929,1.29,0.15,26.5118,1476.543,4.24817,93.72,13.8,2500.0,3.29,0.046,16555.0,912.0,0.0
1681163100000,2023-04-10,21:45:00,14.09,9.1648,2.9078,1.37,8.882,8.16,3.612,1.265,1.12,0.32,26.5594,1476.497,4.25555,91.52,13.8,2501.0,2.84,0.0398,16832.0,912.0,0.0
1681164000000,2023-04-10,22:00:00,14.13,9.1645,2.90823,1.401,9.02,8.16,3.307,1.414,0.88,0.37,26.564,1476.502,4.25622,92.95,13.8,2502.0,3.2,0.0448,16680.0,912.0,0.0
1681164900000,2023-04-10,22:15:00,14.04,9.2451,2.89674,1.459,9.338,8.19,2.735,1.005,0.6,0.17,26.3887,1476.591,4.22943,96.29,13.8,2503.0,2.7,0.0378,16976.0,912.0,0.0
1681165800000,2023-04-10,22:30:00,14.18,9.2479,2.89892,1.527,9.202,8.19,3.433,1.303,1.36,0.14,26.4085,1476.627,4.23225,94.9,13.8,2504.0,1.31,0.0184,16892.0,911.0,0.0
1681166700000,2023-04-10,22:45:00,14.11,9.2231,2.90072,1.614,9.256,8.19,2.978,1.136,0.91,0.2,26.4449,1476.58,4.23795,95.45,13.8,2505.0,0.0,0.0,914.0,911.0,0.0
1681167600000,2023-04-10,23:00:00,14.15,9.1801,2.90738,1.736,9.213,8.18,4.004,1.252,1.76,0.12,26.5437,1476.541,4.25304,94.96,13.8,2506.0,1.55,0.0217,16881.0,911.0,0.0
1681168500000,2023-04-10,23:15:00,14.1,9.2075,2.90424,1.872,9.224,8.19,2.874,1.544,0.73,0.2,26.4918,1476.583,4.24504,95.1,13.8,2507.0,1.69,0.0236,16974.0,911.0,0.0
1681169400000,2023-04-10,23:30:00,14.09,9.2093,2.90629,2.025,9.176,8.18,4.048,2.325,1.75,0.93,26.511,1476.616,4.24781,94.62,13.8,2508.0,2.61,0.0365,16825.0,912.0,0.0
1681170300000,2023-04-10,23:45:00,14.09,9.1844,2.90894,2.186,9.049,8.17,2.596,1.475,0.47,0.43,26.556,1476.58,4.25477,93.28,13.8,2509.0,3.2,0.0448,16873.0,911.0,0.0
1681171200000,2023-04-11,00:00:00,14.09,9.1668,2.90939,2.352,9.131,8.17,2.739,2.343,0.47,2.19,26.5736,1476.538,4.25762,94.1,13.8,2510.0,3.25,0.0456,16947.0,911.0,0.0
1681172100000,2023-04-11,00:15:00,14.05,9.1529,2.91282,2.518,8.929,8.16,3.262,1.859,1.22,1.75,26.6184,1476.543,4.26438,92.02,13.8,2511.0,3.52,0.0493,16917.0,911.0,0.0
1681173000000,2023-04-11,00:30:00,14.09,9.1917,2.90841,2.689,9.037,8.17,3.163,1.231,0.78,0.17,26.5451,1476.602,4.2531,93.16,13.8,2512.0,3.19,0.0447,16943.0,912.0,0.0
1681173900000,2023-04-11,00:45:00,14.09,9.2204,2.90169,2.877,9.075,8.18,5.275,1.686,2.06,0.88,26.4561,1476.604,4.2397,93.58,13.8,2513.0,1.93,0.0271,17008.0,911.0,0.0
1681174800000,2023-04-11,01:00:00,14.11,9.2281,2.90388,3.07,9.157,8.18,3.234,1.39,0.63,0.21,26.4724,1476.656,4.24196,94.44,13.8,2514.0,1.76,0.0247,16983.0,911.0,0.0
1681175700000,2023-04-11,01:15:00,14.05,9.3505,2.88793,3.274,9.677,8.22,3.031,0.834,0.74,0.15,26.2222,1476.813,4.20362,99.91,13.8,2515.0,1.36,0.019,17055.0,911.0,0.0
1681176600000,2023-04-11,01:30:00,13.68,9.3348,2.88442,3.475,9.926,8.25,2.463,0.568,0.73,0.06,26.1986,1476.729,4.20044,102.43,13.8,2516.0,1.15,0.0161,17075.0,911.0,0.0
1681177500000,2023-04-11,01:45:00,13.45,9.3123,2.88218,3.683,9.961,8.26,4.107,6.2,1.56,6.22,26.1925,1476.641,4.19992,102.74,13.8,2517.0,0.595,0.00833,17100.0,910.0,0.0
1681178400000,2023-04-11,02:00:00,13.35,9.3075,2.8801,3.888,10.032,8.27,2.183,0.471,0.76,0.07,26.175,1476.605,4.19747,103.44,13.8,2518.0,1.35,0.0189,17150.0,911.0,0.0
1681179300000,2023-04-11,02:15:00,13.39,9.312,2.87932,4.062,10.046,8.27,3.298,0.774,1.99,0.44,26.1639,1476.611,4.19579,103.59,13.8,2519.0,1.22,0.0171,17090.0,912.0,0.0
1681180200000,2023-04-11,02:30:00,13.26,9.3044,2.87816,4.225,10.065,8.28,2.077,0.434,0.51,0.03,26.1578,1476.578,4.19503,103.77,13.8,2520.0,1.48,0.0208,17091.0,912.0,0.0
1681181100000,2023-04-11,02:45:00,13.23,9.2892,2.87986,4.377,10.014,8.27,2.264,0.64,0.81,0.4,26.1859,1476.558,4.19937,103.23,13.8,2521.0,1.37,0.0191,17040.0,912.0,0.0
1681182000000,2023-04-11,03:00:00,13.23,9.3046,2.8782,4.519,10.046,8.28,2.164,0.551,0.67,0.22,26.1579,1476.584,4.19506,103.58,13.8,2522.0,1.78,0.0249,16541.0,912.0,0.0
1681182900000,2023-04-11,03:15:00,13.21,9.2028,2.89765,4.65,10.04,8.26,3.895,1.013,1.31,0.87,26.428,1476.533,4.23599,103.49,13.8,2523.0,0.87,0.0122,17100.0,911.0,0.0
1681183800000,2023-04-11,03:30:00,13.31,9.1388,2.91074,4.752,9.414,8.22,3.61,0.891,0.7,0.23,26.6071,1476.513,4.26309,96.99,13.8,2524.0,2.55,0.0357,16914.0,912.0,0.0
1681184700000,2023-04-11,03:45:00,13.2,9.286,2.87648,4.831,10.0,8.26,2.132,0.5,0.47,0.06,26.1542,1476.514,4.19483,103.05,13.8,2525.0,1.53,0.0214,17021.0,911.0,0.0
1681185600000,2023-04-11,04:00:00,13.2,9.1653,2.89584,4.897,9.604,8.24,3.494,0.68,0.92,0.08,26.4374,1476.407,4.238,98.9,13.8,2526.0,1.96,0.0274,17077.0,912.0,0.0
1681186500000,2023-04-11,04:15:00,13.17,9.1151,2.91009,4.941,9.472,8.21,3.907,0.648,0.75,0.14,26.6183,1476.44,4.26511,97.53,13.8,2527.0,3.9,0.0546,17001.0,912.0,0.0
1681187400000,2023-04-11,04:30:00,13.17,9.1019,2.91265,4.969,9.506,8.21,4.439,0.621,1.57,0.28,26.6538,1476.435,4.2705,97.87,13.8,2528.0,3.56,0.0499,17045.0,912.0,0.0
1681188300000,2023-04-11,04:45:00,13.16,9.1101,2.91149,4.978,9.505,8.21,3.867,0.646,1.06,0.28,26.6361,1476.444,4.26779,97.87,13.8,2529.0,2.66,0.0373,16880.0,912.0,0.0
1681189200000,2023-04-11,05:00:00,13.16,9.1016,2.91442,4.982,9.271,8.19,3.661,0.636,0.77,0.19,26.672,1476.456,4.27315,95.47,13.8,2530.0,4.27,0.0598,16724.0,911.0,0.0
1681190100000,2023-04-11,05:15:00,13.15,9.0863,2.9179,4.986,8.973,8.17,4.064,0.755,1.14,0.16,26.7185,1476.455,4.28017,92.39,13.8,2531.0,4.64,0.065,16895.0,913.0,0.0
1681191000000,2023-04-11,05:30:00,13.21,9.0875,2.91632,4.989,9.151,8.17,3.989,0.731,0.86,0.27,26.7017,1476.439,4.2777,94.22,13.8,2532.0,4.27,0.0598,16383.0,913.0,0.0
1681191900000,2023-04-11,05:45:00,13.15,9.0672,2.91805,4.976,9.087,8.16,4.883,0.906,1.38,0.24,26.7344,1476.403,4.28279,93.53,13.8,2533.0,4.24,0.0594,16915.0,913.0,0.0
1681192800000,2023-04-11,06:00:00,13.14,9.0654,2.91914,4.959,8.974,8.15,5.266,0.855,1.77,0.2,26.7467,1476.411,4.2846,92.38,13.8,2534.0,4.83,0.0677,16954.0,913.0,0.0
1681193700000,2023-04-11,06:15:00,13.13,9.0615,2.91822,4.925,8.991,8.15,4.205,0.918,0.69,0.2,26.7404,1476.388,4.28376,92.54,13.8,2535.0,3.31,0.0463,16922.0,912.0,0.0
