UnixTimestamp,Date(America/Los_Angeles),Time(America/Los_Angeles),WindDirection,WindSpeed,SystemBattery,PAR_SQ-215-SS,SeaFETV2(SAMP_NUM),SeaFETV2(ERR_FLAG),SeaFETV2(PH_EXT),SeaFETV2(PH_INT),SeaFETV2(EXT_VOLT),SeaFETV2(INT_VOLT),SeaFETV2(TEMP),SeaFETV2(INT_HUMID),SeaFETV2(INT_TEMP),HCEP(TEMP),HCEP(COND),HCEP(PRES),HCEP(OXY),HCEP(PH),HCEP(FL),HCEP(TURB),HCEP(FSD),HCEP(TSD),HCEP(SAL),HCEP(SNDV),HCEP(SPC),HCEP(OSAT),HCEP(VOLT),HCEP(NUM),SUNA(M_Parameter1),SUNA(M_Parameter2),SUNA(M_Parameter3),SUNA(M_Parameter4),WXT510(Temp),WXT510(Humidity),HCEP(ERR),PAR_SQ_215_SS(Inactive-1)
1676332800000,02/13/2023,15:00:00,54.791,5.734,12.59,106.11,-1.0,0.0,7.7512,7.6299,-0.888459,-0.935512,8.5398,7.0,8.5,8.4579,3.16123,0.379,8.156,7.82,0.706,0.325,0.02,0.02,29.7134,1477.679,4.72419,84.43,13.8,1819.0,30.1,0.421,17676.0,813.0,41.0,79.1,0.0,
1676333700000,02/13/2023,15:15:00,75.467,4.45,12.52,92.48,-1.0,0.0,7.75,7.6271,-0.888534,-0.935667,8.5297,7.0,8.5,8.4592,3.16301,0.38,8.117,7.81,0.755,0.321,0.02,0.01,29.7308,1477.706,4.72667,84.03,13.8,1820.0,31.2,0.437,17692.0,813.0,41.1,79.2,0.0,
1676334600000,02/13/2023,15:30:00,69.402,3.093,12.56,82.36,-1.0,0.0,7.7503,7.6276,-0.888525,-0.935642,8.5204,7.0,8.5,8.4541,3.16271,0.337,8.107,7.81,0.695,0.318,0.02,0.01,29.7319,1477.688,4.72693,83.92,13.8,1821.0,29.9,0.419,17679.0,812.0,41.3,79.7,0.0,
1676335500000,02/13/2023,15:45:00,73.293,4.528,12.51,46.17,-1.0,0.0,7.7416,7.6187,-0.888995,-0.936135,8.5376,7.0,8.5,8.4739,3.16215,0.404,7.968,7.8,0.561,0.339,0.01,0.02,29.7094,1477.736,4.72331,82.5,13.8,1822.0,30.7,0.43,17621.0,815.0,41.5,79.2,0.0,
1676336400000,02/13/2023,16:00:00,93.076,4.468,12.48,23.63,-1.0,0.0,7.7247,7.6024,-0.889945,-0.937047,8.5349,7.0,8.5,8.4692,3.16151,0.396,7.872,7.8,0.49,0.359,0.03,0.02,29.7067,1477.715,4.72301,81.5,13.8,1823.0,29.9,0.419,17666.0,814.0,41.9,77.3,0.0,
1676337300000,02/13/2023,16:15:00,90.839,4.227,12.52,23.65,-1.0,0.0,7.7193,7.596,-0.890246,-0.937406,8.5368,7.0,8.5,8.463,3.16044,0.41,7.84,7.79,0.496,0.376,0.01,0.03,29.7008,1477.684,4.72229,81.16,13.8,1824.0,30.0,0.42,17657.0,813.0,41.9,78.0,0.0,
1676338200000,02/13/2023,16:30:00,99.254,3.342,12.46,2.38,-1.0,0.0,7.7227,7.5998,-0.890052,-0.937195,8.5405,7.0,8.5,8.4676,3.16108,0.404,7.826,7.79,0.487,0.359,0.02,0.03,29.7036,1477.705,4.7226,81.02,13.8,1825.0,29.9,0.419,17588.0,814.0,42.0,79.3,0.0,
1676339100000,02/13/2023,16:45:00,89.85,3.274,12.52,0.37,-1.0,0.0,7.7218,7.5993,-0.890105,-0.937223,8.536,7.0,8.5,8.4536,3.15863,0.392,7.826,7.79,0.504,0.352,0.01,0.02,29.6899,1477.635,4.72091,80.99,13.8,1826.0,30.6,0.428,17578.0,813.0,42.4,77.9,0.0,
1676340000000,02/13/2023,17:00:00,82.301,3.809,12.45,0.17,-1.0,0.0,7.7196,7.5967,-0.890229,-0.937369,8.5364,7.0,8.5,8.4691,3.16077,0.399,7.805,7.79,0.473,0.369,0.02,0.03,29.6991,1477.705,4.72192,80.8,13.8,1827.0,29.9,0.419,17577.0,813.0,42.2,78.4,0.0,
1676340900000,02/13/2023,17:15:00,58.38,1.902,12.44,0.17,-1.0,0.0,7.7214,7.5984,-0.890125,-0.937274,8.5398,7.0,8.5,8.4763,3.16168,0.371,7.799,7.79,0.496,0.366,0.02,0.03,29.7024,1477.736,4.72225,80.75,13.8,1828.0,30.8,0.432,17607.0,813.0,42.8,76.5,0.0,
1676341800000,02/13/2023,17:30:00,125.229,1.595,12.46,0.17,-1.0,0.0,7.7148,7.5911,-0.890491,-0.93768,8.5437,7.0,8.5,8.4752,3.16219,0.408,7.79,7.79,0.457,0.368,0.02,0.02,29.7087,1477.74,4.72318,80.66,13.8,1829.0,30.7,0.429,17586.0,813.0,44.4,72.5,0.0,
1676342700000,02/13/2023,17:45:00,159.969,3.564,12.48,0.17,-1.0,0.0,7.7146,7.5902,-0.890502,-0.937729,8.542,7.0,8.5,8.4795,3.1624,0.391,7.794,7.79,0.507,0.372,0.02,0.04,29.7073,1477.754,4.72289,80.71,13.8,1830.0,30.4,0.425,17614.0,813.0,44.0,66.1,0.0,
1676343600000,02/13/2023,18:00:00,44.934,6.934,12.43,0.17,-1.0,0.0,7.7145,7.591,-0.890505,-0.937681,8.5431,7.0,8.6,8.4694,3.16157,0.426,7.804,7.79,0.464,0.366,0.02,0.02,29.7071,1477.716,4.72307,80.79,13.8,1831.0,30.3,0.424,17297.0,812.0,42.4,74.5,0.0,
1676344500000,02/13/2023,18:15:00,77.095,3.489,12.41,0.17,-1.0,0.0,7.7144,7.5904,-0.890521,-0.937721,8.5349,7.0,8.5,8.4354,3.15621,0.395,7.837,7.79,0.513,0.375,0.02,0.06,29.68,1477.554,4.71986,81.07,13.8,1832.0,30.5,0.427,17631.0,813.0,41.0,75.5,0.0,
1676345400000,02/13/2023,18:30:00,46.8,4.279,12.41,0.17,-1.0,0.0,7.7151,7.5911,-0.890476,-0.937679,8.5376,7.0,8.5,8.4629,3.15844,0.426,7.821,7.79,0.485,0.363,0.03,0.03,29.6801,1477.658,4.71931,80.94,13.8,1833.0,30.0,0.421,17646.0,812.0,40.1,76.7,0.0,
1676346300000,02/13/2023,18:45:00,29.038,4.821,12.46,0.17,-1.0,0.0,7.7163,7.5928,-0.890428,-0.937589,8.5174,7.0,8.5,8.4382,3.15693,0.414,7.851,7.79,0.529,0.366,0.02,0.06,29.6852,1477.571,4.72054,81.21,13.8,1834.0,30.9,0.433,17597.0,814.0,40.2,78.4,0.0,
1676347200000,02/13/2023,19:00:00,339.63,5.956,12.4,0.17,-1.0,0.0,7.7185,7.5951,-0.890298,-0.937458,8.5201,7.0,8.5,8.4229,3.15522,0.428,7.87,7.8,0.481,0.361,0.02,0.03,29.6803,1477.507,4.72015,81.38,13.8,1835.0,30.5,0.427,17631.0,813.0,40.4,76.1,0.0,
1676348100000,02/13/2023,19:15:00,16.52,5.821,12.39,0.17,-1.0,0.0,7.7221,7.5982,-0.890099,-0.937288,8.5228,7.0,8.5,8.4402,3.15799,0.454,7.846,7.79,0.5,0.363,0.02,0.04,29.6945,1477.591,4.72184,81.17,13.8,1836.0,29.4,0.412,17655.0,813.0,40.2,75.1,0.0,
1676349000000,02/13/2023,19:30:00,40.208,5.082,12.44,0.17,-1.0,0.0,7.7245,7.601,-0.889972,-0.937134,8.5092,7.0,8.5,8.4411,3.15747,0.415,7.86,7.79,0.47,0.358,0.02,0.02,29.6884,1477.586,4.72094,81.32,13.8,1837.0,30.3,0.424,17649.0,813.0,40.2,74.4,0.0,
1676349900000,02/13/2023,19:45:00,174.246,7.024,12.38,0.17,-1.0,0.0,7.7262,7.6019,-0.889879,-0.937083,8.5058,7.0,8.5,8.4264,3.15599,0.39,7.868,7.8,0.504,0.344,0.02,0.02,29.6854,1477.526,4.72081,81.37,13.8,1838.0,30.5,0.427,17689.0,813.0,40.4,76.6,0.0,
1676350800000,02/13/2023,20:00:00,346.512,6.777,12.39,0.17,-1.0,0.0,7.7267,7.6028,-0.889854,-0.937034,8.5042,7.0,8.5,8.4204,3.15427,0.414,7.901,7.8,0.468,0.361,0.02,0.02,29.6724,1477.488,4.71907,81.69,13.8,1839.0,30.0,0.42,17672.0,812.0,40.2,77.7,0.0,
1676351700000,02/13/2023,20:15:00,259.349,4.467,12.38,0.17,-1.0,0.0,7.7285,7.6049,-0.889755,-0.936918,8.5005,7.0,8.5,8.4341,3.15619,0.464,7.888,7.8,0.508,0.37,0.02,0.02,29.6809,1477.551,4.72001,81.58,13.8,1840.0,30.3,0.424,17683.0,814.0,39.5,77.9,0.0,
1676352600000,02/13/2023,20:30:00,62.207,3.103,12.46,0.17,-1.0,0.0,7.7265,7.6023,-0.889873,-0.937066,8.4939,7.0,8.5,8.4173,3.15464,0.46,7.887,7.8,0.455,0.354,0.03,0.01,29.6789,1477.485,4.72007,81.54,13.8,1841.0,30.0,0.42,17681.0,813.0,39.0,77.6,0.0,
1676353500000,02/13/2023,20:45:00,84.694,2.036,12.38,0.17,-1.0,0.0,7.7248,7.6002,-0.889968,-0.937184,8.4879,7.0,8.5,8.3808,3.15191,0.392,7.902,7.8,0.501,0.339,0.02,0.02,29.6813,1477.348,4.72114,81.64,13.8,1842.0,30.0,0.421,17677.0,813.0,39.0,78.6,0.0,
1676354400000,02/13/2023,21:00:00,161.505,5.624,12.37,0.17,-1.0,0.0,7.7311,7.6071,-0.889626,-0.936802,8.4775,7.0,8.5,8.411,3.15616,0.411,7.877,7.8,0.463,0.346,0.02,0.01,29.7,1477.486,4.72323,81.44,13.8,1843.0,30.6,0.429,17697.0,813.0,37.5,80.9,0.0,
1676355300000,02/13/2023,21:15:00,165.712,6.191,12.39,0.17,-1.0,0.0,7.7317,7.608,-0.88958,-0.936747,8.4923,7.0,8.5,8.4234,3.15727,0.449,7.89,7.8,0.5,0.342,0.02,0.02,29.7012,1477.535,4.72314,81.6,13.8,1844.0,31.3,0.438,17652.0,813.0,37.9,83.3,0.0,
1676356200000,02/13/2023,21:30:00,149.929,6.186,12.37,0.17,-1.0,0.0,7.7314,7.6071,-0.8896,-0.936794,8.4939,7.0,8.5,8.4205,3.1566,0.422,7.875,7.8,0.481,0.347,0.02,0.02,29.6967,1477.518,4.72256,81.44,13.8,1845.0,29.9,0.419,17651.0,813.0,37.7,83.5,0.0,
1676357100000,02/13/2023,21:45:00,154.887,6.132,12.37,0.17,-1.0,0.0,7.7284,7.6049,-0.88975,-0.936913,8.5114,7.0,8.5,8.4409,3.1588,0.422,7.854,7.8,0.504,0.342,0.04,0.02,29.7024,1477.602,4.72296,81.25,13.8,1846.0,30.3,0.425,17667.0,813.0,37.9,84.3,0.0,
1676358000000,02/13/2023,22:00:00,182.692,6.3,12.36,0.17,-1.0,0.0,7.7257,7.6026,-0.889901,-0.937045,8.5114,7.0,8.5,8.4412,3.15848,0.465,7.848,7.8,0.476,0.353,0.02,0.03,29.6988,1477.6,4.72245,81.19,13.8,1847.0,30.1,0.422,17677.0,813.0,38.3,84.2,0.0,
1676358900000,02/13/2023,22:15:00,165.844,6.086,12.36,0.17,-1.0,0.0,7.7274,7.6038,-0.88981,-0.936979,8.507,7.0,8.5,8.4447,3.1593,0.439,7.849,7.8,0.5,0.349,0.02,0.02,29.7043,1477.62,4.72317,81.22,13.8,1848.0,29.9,0.419,17674.0,812.0,38.4,82.2,0.0,
1676359800000,02/13/2023,22:30:00,149.499,4.249,12.36,0.17,-1.0,0.0,7.7267,7.6033,-0.889843,-0.937001,8.5201,7.0,8.5,8.4413,3.15889,0.425,7.845,7.8,0.485,0.348,0.02,0.02,29.703,1477.605,4.72305,81.17,13.8,1849.0,30.4,0.426,17696.0,813.0,38.3,83.5,0.0,
1676360700000,02/13/2023,22:45:00,148.588,4.421,12.36,0.17,-1.0,0.0,7.7245,7.6008,-0.889974,-0.937147,8.5054,7.0,8.5,8.4299,3.15797,0.422,7.853,7.8,0.521,0.354,0.02,0.03,29.703,1477.562,4.72327,81.23,13.8,1850.0,30.2,0.423,17670.0,813.0,38.1,83.7,0.0,
1676361600000,02/13/2023,23:00:00,113.232,3.785,12.43,0.17,-1.0,0.0,7.7211,7.5969,-0.890164,-0.937364,8.5087,7.0,8.5,8.3902,3.15474,0.438,7.865,7.8,0.492,0.334,0.02,0.03,29.7029,1477.411,4.72405,81.28,13.8,1851.0,30.1,0.422,17658.0,812.0,37.5,83.7,0.0,
1676362500000,02/13/2023,23:15:00,135.635,3.984,12.38,0.17,-1.0,0.0,7.7172,7.5927,-0.89039,-0.937602,8.4942,7.0,8.5,8.4329,3.15817,0.426,7.856,7.8,0.53,0.342,0.02,0.02,29.7025,1477.572,4.72315,81.26,13.8,1852.0,30.6,0.429,17657.0,813.0,38.1,81.6,0.0,
1676363400000,02/13/2023,23:30:00,147.429,4.568,12.36,0.17,-1.0,0.0,7.7124,7.5881,-0.890656,-0.937858,8.4966,7.0,8.5,8.4405,3.15886,0.437,7.847,7.8,0.513,0.364,0.02,0.06,29.7034,1477.602,4.72311,81.18,13.8,1853.0,31.4,0.439,17662.0,813.0,38.6,76.6,0.0,
1676364300000,02/13/2023,23:45:00,138.949,3.763,12.41,0.17,-1.0,0.0,7.7017,7.5769,-0.891247,-0.938482,8.5076,7.0,8.5,8.4254,3.15788,0.424,7.847,7.8,0.542,0.344,0.02,0.06,29.7058,1477.548,4.72377,81.16,13.8,1854.0,30.4,0.425,17545.0,814.0,38.3,77.7,0.0,
1676365200000,02/14/2023,00:00:00,143.912,3.609,12.35,0.17,-1.0,0.0,7.6973,7.5727,-0.891499,-0.938714,8.4999,7.0,8.5,8.4206,3.15717,0.431,7.854,7.8,0.524,0.365,0.06,0.06,29.7025,1477.526,4.72339,81.22,13.8,1855.0,30.7,0.43,17635.0,814.0,38.1,78.8,0.0,
1676366100000,02/14/2023,00:15:00,129.726,2.81,12.39,0.17,-1.0,0.0,7.7094,7.584,-0.890825,-0.938084,8.4993,7.0,8.5,8.4214,3.15698,0.442,7.863,7.8,0.553,0.342,0.03,0.03,29.6998,1477.526,4.72298,81.32,13.8,1856.0,30.9,0.432,17672.0,813.0,37.7,79.3,0.0,
1676367000000,02/14/2023,00:30:00,130.417,3.19,12.35,0.17,-1.0,0.0,7.7082,7.5834,-0.890896,-0.938118,8.4939,7.0,8.5,8.4335,3.15832,0.43,7.854,7.8,0.492,0.341,0.02,0.02,29.7036,1477.576,4.72329,81.24,13.8,1857.0,30.4,0.426,17681.0,813.0,37.4,79.8,0.0,
1676367900000,02/14/2023,00:45:00,111.916,3.29,12.35,0.17,-1.0,0.0,7.7151,7.5902,-0.890514,-0.937745,8.4819,7.0,8.5,8.4034,3.15583,0.435,7.858,7.8,0.539,0.359,0.03,0.03,29.7031,1477.462,4.72382,81.23,13.8,1858.0,30.6,0.428,17643.0,813.0,37.4,79.9,0.0,
1676368800000,02/14/2023,01:00:00,98.856,2.885,12.35,0.17,-1.0,0.0,7.7169,7.5919,-0.890434,-0.937654,8.4584,7.0,8.5,8.371,3.15376,0.431,7.871,7.8,0.496,0.362,0.02,0.03,29.7088,1477.346,4.7253,81.32,13.8,1859.0,30.2,0.423,17647.0,813.0,36.8,79.6,0.0,
1676369700000,02/14/2023,01:15:00,106.528,2.237,12.37,0.17,-1.0,0.0,7.7172,7.5921,-0.890432,-0.937648,8.4381,7.0,8.4,8.3662,3.15284,0.445,7.867,7.8,0.538,0.342,0.03,0.02,29.7032,1477.321,4.7246,81.25,13.8,1860.0,30.4,0.426,17631.0,812.0,37.0,80.3,0.0,
1676370600000,02/14/2023,01:30:00,98.321,2.847,12.35,0.17,-1.0,0.0,7.715,7.5895,-0.89056,-0.937794,8.4321,7.0,8.4,8.3173,3.14899,0.458,7.884,7.8,0.512,0.351,0.02,0.02,29.7044,1477.137,4.72576,81.35,13.8,1861.0,29.9,0.419,17667.0,812.0,36.5,80.7,0.0,
1676371500000,02/14/2023,01:45:00,115.21,3.041,12.34,0.17,-1.0,0.0,7.7068,7.5812,-0.89101,-0.938256,8.4381,7.0,8.4,8.3703,3.1536,0.446,7.875,7.8,0.536,0.349,0.02,0.03,29.7077,1477.342,4.72515,81.35,13.8,1862.0,30.3,0.424,17612.0,813.0,36.1,80.8,0.0,
1676372400000,02/14/2023,02:00:00,112.277,2.687,12.39,0.17,-1.0,0.0,7.6988,7.5735,-0.891456,-0.938687,8.4436,7.0,8.4,8.3587,3.15229,0.432,7.873,7.8,0.5,0.351,0.02,0.02,29.7039,1477.293,4.72484,81.31,13.8,1863.0,30.9,0.433,17635.0,814.0,36.1,80.9,0.0,
1676373300000,02/14/2023,02:15:00,82.753,2.357,12.39,0.17,-1.0,0.0,7.7132,7.5882,-0.890648,-0.937864,8.4468,7.0,8.4,8.364,3.15348,0.445,7.873,7.8,0.523,0.35,0.02,0.02,29.7118,1477.323,4.72587,81.32,13.8,1864.0,29.7,0.416,17589.0,813.0,36.1,82.5,0.0,
1676374200000,02/14/2023,02:30:00,72.457,2.978,12.39,0.17,-1.0,0.0,7.7158,7.5906,-0.890514,-0.93773,8.4329,7.0,8.4,8.344,3.14887,0.438,7.983,7.81,0.6,0.347,0.02,0.02,29.6806,1477.208,4.72179,82.4,13.8,1865.0,30.3,0.425,17542.0,813.0,36.3,81.9,0.0,
1676375100000,02/14/2023,02:45:00,98.931,2.654,12.35,0.17,-1.0,0.0,7.7266,7.6014,-0.889928,-0.937135,8.4091,7.0,8.4,8.3145,3.14502,0.446,8.067,7.81,0.671,0.324,0.03,0.02,29.6653,1477.077,4.72019,83.21,13.8,1866.0,30.2,0.423,17534.0,815.0,36.5,81.4,0.0,
1676376000000,02/14/2023,03:00:00,109.054,1.576,12.34,0.17,-1.0,0.0,7.7418,7.6169,-0.889088,-0.936274,8.3971,7.0,8.4,8.2967,3.14258,0.448,8.105,7.81,0.635,0.331,0.03,0.02,29.6549,1476.997,4.71907,83.56,13.8,1867.0,31.2,0.436,17545.0,813.0,36.5,81.8,0.0,
1676376900000,02/14/2023,03:15:00,80.414,1.447,12.39,0.17,-1.0,0.0,7.746,7.6217,-0.888849,-0.936002,8.3972,7.0,8.4,8.3038,3.14353,0.457,8.105,7.81,0.666,0.318,0.02,0.01,29.6588,1477.029,4.71947,83.57,13.8,1868.0,30.5,0.428,17622.0,814.0,36.6,82.4,0.0,
1676377800000,02/14/2023,03:30:00,105.254,1.411,12.34,0.17,-1.0,0.0,7.7465,7.6215,-0.888827,-0.936017,8.39,7.0,8.4,8.3317,3.14456,0.452,8.117,7.82,0.666,0.312,0.02,0.02,29.646,1477.119,4.71707,83.73,13.8,1869.0,29.6,0.414,17561.0,813.0,36.6,83.7,0.0,
1676378700000,02/14/2023,03:45:00,113.722,1.199,12.33,0.17,-1.0,0.0,7.7444,7.6195,-0.888935,-0.936122,8.4015,7.0,8.4,8.3548,3.14781,0.448,8.092,7.81,0.683,0.312,0.02,0.02,29.6605,1477.225,4.71868,83.53,13.8,1870.0,31.1,0.436,17468.0,813.0,36.5,83.9,0.0,
1676379600000,02/14/2023,04:00:00,84.91,1.084,12.34,0.17,-1.0,0.0,7.7414,7.6159,-0.889098,-0.936323,8.4088,7.0,8.4,8.3134,3.14484,0.449,8.101,7.81,0.641,0.312,0.02,0.01,29.6644,1477.072,4.72008,83.56,13.8,1871.0,30.6,0.429,17512.0,814.0,36.3,83.6,0.0,
1676380500000,02/14/2023,04:15:00,92.221,0.812,12.34,0.17,-1.0,0.0,7.7344,7.6087,-0.889483,-0.936727,8.4176,7.0,8.4,8.351,3.14921,0.456,8.062,7.81,0.656,0.32,0.03,0.03,29.6783,1477.232,4.72132,83.23,13.8,1872.0,29.5,0.413,17593.0,812.0,36.5,84.2,0.0,
1676381400000,02/14/2023,04:30:00,84.555,1.854,12.33,0.17,-1.0,0.0,7.7301,7.605,-0.889722,-0.936931,8.4199,7.0,8.4,8.339,3.14843,0.463,8.05,7.81,0.625,0.323,0.02,0.05,29.6803,1477.189,4.72185,83.09,13.8,1873.0,31.0,0.434,17570.0,815.0,36.8,85.3,0.0,
1676382300000,02/14/2023,04:45:00,49.568,2.223,12.34,0.17,-1.0,0.0,7.72,7.5946,-0.890292,-0.937514,8.4147,7.0,8.4,8.3433,3.14914,0.454,8.038,7.81,0.618,0.313,0.02,0.01,29.684,1477.21,4.7223,82.97,13.8,1874.0,30.1,0.421,17562.0,813.0,36.3,82.9,0.0,
1676383200000,02/14/2023,05:00:00,47.501,2.585,12.38,0.17,-1.0,0.0,7.7148,7.5887,-0.890585,-0.937844,8.4087,7.0,8.4,8.3454,3.14919,0.466,8.044,7.81,0.61,0.32,0.02,0.02,29.6828,1477.217,4.72208,83.03,13.8,1875.0,30.7,0.429,17592.0,813.0,36.5,83.2,0.0,
1676384100000,02/14/2023,05:15:00,45.613,2.642,12.39,0.17,-1.0,0.0,7.7138,7.5882,-0.890634,-0.937868,8.4193,7.0,8.4,8.353,3.14986,0.481,8.032,7.81,0.627,0.322,0.02,0.02,29.6833,1477.247,4.72201,82.93,13.8,1876.0,31.0,0.435,17556.0,813.0,36.6,83.8,0.0,
1676385000000,02/14/2023,05:30:00,43.636,2.365,12.33,0.17,-1.0,0.0,7.718,7.5922,-0.890393,-0.937643,8.4266,7.0,8.4,8.3794,3.15253,0.475,8.008,7.81,0.565,0.324,0.03,0.02,29.6889,1477.353,4.72226,82.72,13.8,1877.0,30.1,0.421,17590.0,812.0,36.6,83.2,0.0,
1676385900000,02/14/2023,05:45:00,43.079,2.537,12.38,0.18,-1.0,0.0,7.7314,7.6058,-0.889641,-0.936882,8.4321,7.0,8.4,8.346,3.14991,0.479,8.015,7.81,0.64,0.401,0.02,0.39,29.6898,1477.228,4.72307,82.74,13.8,1878.0,30.8,0.431,17653.0,813.0,36.6,83.0,0.0,
1676386800000,02/14/2023,06:00:00,16.757,3.743,12.36,0.97,-1.0,0.0,7.7196,7.5941,-0.890298,-0.937533,8.4376,7.0,8.4,8.3492,3.15016,0.485,8.012,7.81,0.613,0.321,0.03,0.02,29.6896,1477.24,4.72298,82.72,13.8,1879.0,29.7,0.416,17623.0,814.0,37.7,83.1,0.0,
1676387700000,02/14/2023,06:15:00,232.269,4.405,12.37,4.21,-1.0,0.0,7.7179,7.5929,-0.890395,-0.937601,8.4373,7.0,8.4,8.3734,3.15253,0.47,8.005,7.81,0.632,0.322,0.02,0.01,29.6939,1477.337,4.72311,82.69,13.8,1880.0,30.5,0.427,17651.0,813.0,38.3,82.7,0.0,
1676388600000,02/14/2023,06:30:00,35.197,3.919,12.38,19.62,-1.0,0.0,7.728,7.6042,-0.889818,-0.936967,8.4529,7.0,8.4,8.3785,3.15338,0.487,7.987,7.81,0.583,0.333,0.02,0.02,29.6985,1477.362,4.72367,82.52,13.8,1881.0,30.0,0.42,17679.0,813.0,37.9,80.9,0.0,
1676389500000,02/14/2023,06:45:00,18.096,2.842,12.33,42.79,-1.0,0.0,7.7323,7.6076,-0.889581,-0.936781,8.4441,7.0,8.4,8.3734,3.15346,0.486,7.971,7.81,0.608,0.328,0.01,0.02,29.7036,1477.349,4.72451,82.34,13.8,1882.0,30.9,0.433,17674.0,814.0,37.7,81.2,0.0,
1676390400000,02/14/2023,07:00:00,128.161,3.543,12.34,73.8,-1.0,0.0,7.728,7.6025,-0.889819,-0.937061,8.4512,7.0,8.5,8.4016,3.15688,0.501,7.918,7.8,0.535,0.33,0.03,0.02,29.7155,1477.471,4.72565,81.86,13.8,1883.0,30.2,0.423,17659.0,812.0,37.9,76.2,0.0,
1676391300000,02/14/2023,07:15:00,14.236,3.513,12.43,90.54,-1.0,0.0,7.7218,7.5968,-0.890157,-0.937381,8.4589,7.0,8.5,8.3861,3.15542,0.515,7.923,7.8,0.549,0.337,0.02,0.07,29.7133,1477.41,4.72564,81.88,13.8,1884.0,30.4,0.426,17644.0,814.0,38.1,75.9,0.0,
1676392200000,02/14/2023,07:30:00,36.526,2.734,12.49,169.16,-1.0,0.0,7.7197,7.5953,-0.890268,-0.937463,8.4697,7.0,8.5,8.4043,3.15734,0.475,7.913,7.8,0.42,0.336,0.02,0.01,29.7181,1477.484,4.72596,81.81,13.8,1885.0,30.7,0.43,17686.0,812.0,38.6,77.1,0.0,
1676393100000,02/14/2023,07:45:00,69.743,4.222,12.66,393.46,-1.0,0.0,7.7187,7.5941,-0.89032,-0.937527,8.4731,7.0,8.5,8.4002,3.15718,0.462,7.908,7.8,0.436,0.36,0.01,0.12,29.7198,1477.471,4.72629,81.75,13.8,1886.0,30.1,0.421,17659.0,813.0,38.8,75.1,0.0,
1676394000000,02/14/2023,08:00:00,149.628,3.794,12.78,367.03,-1.0,0.0,7.7201,7.5947,-0.890239,-0.937494,8.4801,7.0,8.5,8.4213,3.15928,0.481,7.891,7.8,0.36,0.343,0.01,0.02,29.7239,1477.556,4.72645,81.61,13.8,1887.0,30.8,0.431,17689.0,813.0,39.7,74.0,0.0,
1676394900000,02/14/2023,08:15:00,190.885,5.621,12.82,361.58,-1.0,0.0,7.7231,7.5984,-0.890066,-0.937283,8.4852,7.0,8.5,8.418,3.15901,0.483,7.894,7.8,0.378,0.335,0.02,0.03,29.7239,1477.543,4.72652,81.65,13.8,1888.0,30.6,0.428,17686.0,813.0,40.1,66.5,0.0,
1676395800000,02/14/2023,08:30:00,338.829,6.827,12.81,571.29,-1.0,0.0,7.7291,7.6048,-0.88973,-0.936926,8.4906,7.0,8.5,8.4193,3.15933,0.478,7.907,7.8,0.355,0.334,0.02,0.02,29.7261,1477.551,4.72681,81.78,13.8,1889.0,30.8,0.432,17687.0,813.0,40.4,62.7,0.0,
1676396700000,02/14/2023,08:45:00,274.213,4.548,12.87,553.71,-1.0,0.0,7.7301,7.606,-0.889672,-0.936858,8.493,7.0,8.5,8.423,3.15975,0.516,7.906,7.8,0.362,0.331,0.01,0.02,29.7273,1477.567,4.72691,81.77,13.8,1890.0,30.9,0.433,17691.0,813.0,40.6,62.0,0.0,
1676397600000,02/14/2023,09:00:00,148.414,6.855,12.88,626.04,-1.0,0.0,7.7322,7.6085,-0.889558,-0.936722,8.4879,7.0,8.5,8.4123,3.15873,0.547,7.921,7.8,0.312,0.338,0.02,0.03,29.7257,1477.525,4.7269,81.91,13.8,1891.0,30.5,0.427,17667.0,813.0,40.4,61.4,0.0,
1676398500000,02/14/2023,09:15:00,335.809,5.737,12.93,487.78,-1.0,0.0,7.7316,7.6079,-0.88959,-0.936754,8.4852,7.0,8.5,8.413,3.15854,0.552,7.917,7.8,0.377,0.337,0.01,0.02,29.7231,1477.524,4.72651,81.87,13.8,1892.0,29.6,0.415,17689.0,813.0,41.0,63.8,0.0,
1676399400000,02/14/2023,09:30:00,334.263,5.787,12.97,772.62,-1.0,0.0,7.7317,7.6083,-0.889585,-0.936731,8.4879,7.0,8.5,8.4167,3.15873,0.523,7.924,7.8,0.33,0.34,0.01,0.01,29.722,1477.537,4.72627,81.95,13.8,1893.0,30.9,0.433,17678.0,814.0,40.8,61.9,0.0,
1676400300000,02/14/2023,09:45:00,297.637,5.379,12.96,450.47,-1.0,0.0,7.7312,7.6069,-0.889609,-0.936809,8.4908,7.0,8.5,8.423,3.15927,0.535,7.929,7.8,0.339,0.33,0.01,0.02,29.7223,1477.561,4.7262,82.01,13.8,1894.0,29.8,0.418,17673.0,813.0,41.0,58.7,0.0,
1676401200000,02/14/2023,10:00:00,341.969,5.411,12.96,707.11,-1.0,0.0,7.7278,7.6044,-0.8898,-0.93695,8.4908,7.0,8.5,8.4236,3.15944,0.515,7.924,7.8,0.299,0.34,0.01,0.02,29.7236,1477.565,4.72637,81.96,13.8,1895.0,30.6,0.428,17696.0,812.0,41.3,58.7,0.0,
