UnixTimestamp,Date,Time,SystemBattery,HCEP(TEMP),HCEP(COND),HCEP(PRES),HCEP(OXY),HCEP(PH),HCEP(FL),HCEP(TURB),HCEP(FSD),HCEP(TSD),HCEP(SAL),HCEP(SNDV),HCEP(SPC),HCEP(OSAT),HCEP(VOLT),HCEP(NUM),SUNA(M_Parameter1),SUNA(M_Parameter2),SUNA(M_Parameter3),SUNA(M_Parameter4),HCEP(ERR)
1682208000000,2023-04-23,00:00:00,13.83,9.8774,2.80307,3.392,11.748,8.4,5.892,0.534,1.42,0.18,25.0058,1477.3,4.01846,121.77,13.8,3662.0,1.52,0.0213,15887.0,907.0,0.0
1682208900000,2023-04-23,00:15:00,13.85,9.9284,2.80369,3.628,11.748,8.4,6.06,0.494,1.14,0.08,24.9766,1477.458,4.01349,121.89,13.8,3663.0,0.0,0.0,1874.0,908.0,0.0
1682209800000,2023-04-23,00:30:00,13.85,9.8637,2.80047,3.849,11.772,8.4,6.932,0.512,1.53,0.08,24.9896,1477.238,4.01631,121.99,13.8,3664.0,7.05,0.0988,13891.0,908.0,0.0
1682210700000,2023-04-23,00:45:00,13.85,9.8685,2.8005,4.039,11.795,8.4,6.948,0.548,1.38,0.11,24.9866,1477.255,4.01581,122.22,13.8,3665.0,13.1,0.184,11309.0,906.0,0.0
1682211600000,2023-04-23,01:00:00,13.84,9.8547,2.79969,4.222,11.821,8.4,6.381,0.497,0.81,0.08,24.988,1477.208,4.01623,122.46,13.8,3666.0,0.828,0.0116,16913.0,909.0,0.0
1682212500000,2023-04-23,01:15:00,13.87,9.8443,2.79891,4.398,11.835,8.4,6.728,0.498,1.16,0.06,24.9875,1477.172,4.01631,122.58,13.8,3667.0,0.616,0.00863,16907.0,908.0,0.0
1682213400000,2023-04-23,01:30:00,13.85,9.86,2.79621,4.56,11.875,8.41,7.301,0.474,1.38,0.1,24.95,1477.188,4.01062,123.01,13.8,3668.0,1.18,0.0165,16858.0,908.0,0.0
1682214300000,2023-04-23,01:45:00,13.85,9.8751,2.79694,4.699,11.869,8.41,6.769,0.491,1.19,0.07,24.9468,1477.242,4.00994,122.97,13.8,3669.0,0.0,0.0,905.0,907.0,0.0
1682215200000,2023-04-23,02:00:00,13.66,9.9275,2.79842,4.814,11.894,8.41,7.002,0.565,1.69,0.17,24.9251,1477.412,4.00604,123.37,13.8,3670.0,-1.62,-0.0227,14849.0,907.0,0.0
1682216100000,2023-04-23,02:15:00,13.89,9.9313,2.79639,4.907,11.883,8.41,7.283,0.583,1.12,0.1,24.9025,1477.4,4.00269,123.24,13.8,3671.0,0.58,0.00812,16524.0,907.0,0.0
1682217000000,2023-04-23,02:30:00,13.49,10.0164,2.80594,4.991,11.808,8.41,6.504,0.515,1.47,0.07,24.9375,1477.759,4.0066,122.7,13.8,3672.0,7.65,0.107,11636.0,908.0,0.0
1682217900000,2023-04-23,02:45:00,13.33,9.9305,2.79215,5.046,11.844,8.41,6.978,0.548,1.22,0.08,24.8615,1477.35,3.99673,122.83,13.8,3673.0,0.809,0.0113,16640.0,906.0,0.0
1682218800000,2023-04-23,03:00:00,13.39,9.8825,2.78226,5.073,11.941,8.41,8.049,0.615,1.58,0.07,24.7974,1477.094,3.98804,123.64,13.8,3674.0,-0.054,-7.56E-4,16512.0,906.0,0.0
1682219700000,2023-04-23,03:15:00,13.25,9.9159,2.78244,5.087,11.813,8.4,7.415,0.662,1.2,0.08,24.7763,1477.193,3.98448,122.37,13.8,3675.0,0.975,0.0137,16821.0,908.0,0.0
1682220600000,2023-04-23,03:30:00,13.24,9.9106,2.78068,5.088,11.825,8.4,7.109,0.743,1.48,0.3,24.7627,1477.157,3.98257,122.48,13.8,3676.0,0.286,0.00401,16664.0,907.0,0.0
1682221500000,2023-04-23,03:45:00,13.23,10.1202,2.80756,5.098,11.567,8.39,6.123,0.681,1.55,0.11,24.882,1478.076,3.99708,120.44,13.8,3677.0,0.647,0.00906,16902.0,908.0,0.0
1682222400000,2023-04-23,04:00:00,13.22,10.0158,2.80215,5.096,11.578,8.39,6.12,0.573,1.47,0.14,24.9007,1477.714,4.00126,120.33,13.8,3678.0,0.802,0.0112,16757.0,906.0,0.0
1682223300000,2023-04-23,04:15:00,13.22,10.0052,2.80021,5.086,11.692,8.4,6.038,0.664,0.74,0.56,24.8891,1477.66,3.99971,121.46,13.8,3679.0,12.7,0.179,9082.0,907.0,0.0
1682224200000,2023-04-23,04:30:00,13.21,9.9896,2.79854,5.06,11.739,8.41,6.086,0.523,0.94,0.06,24.8834,1477.595,3.9991,121.89,13.8,3680.0,1.57,0.022,16756.0,906.0,0.0
1682225100000,2023-04-23,04:45:00,13.26,9.9808,2.79754,4.959,11.804,8.42,6.667,0.546,1.15,0.06,24.8797,1477.556,3.99867,122.54,13.8,3681.0,1.1,0.0155,16938.0,905.0,0.0
1682226000000,2023-04-23,05:00:00,13.17,10.0096,2.79941,4.901,11.616,8.41,6.771,0.566,1.49,0.09,24.8783,1477.66,3.99807,120.66,13.8,3682.0,0.458,0.00641,16752.0,908.0,0.0
1682226900000,2023-04-23,05:15:00,13.17,10.0508,2.80167,4.838,11.456,8.4,4.924,0.506,1.63,0.09,24.8721,1477.804,3.99658,119.11,13.8,3683.0,0.165,0.00231,16603.0,905.0,0.0
1682227800000,2023-04-23,05:30:00,13.17,10.0674,2.80183,4.764,11.433,8.39,4.498,0.486,1.46,0.08,24.8624,1477.852,3.99492,118.91,13.8,3684.0,0.44,0.00616,16372.0,906.0,0.0
1682228700000,2023-04-23,05:45:00,13.16,10.0675,2.80077,4.674,11.427,8.4,3.584,0.508,0.82,0.09,24.852,1477.839,3.9934,118.84,13.8,3685.0,0.196,0.00275,16523.0,906.0,0.0
1682229600000,2023-04-23,06:00:00,13.16,10.0708,2.80029,4.579,11.248,8.38,5.99,0.61,1.61,0.05,24.845,1477.841,3.99234,116.97,13.8,3686.0,1.16,0.0162,16647.0,906.0,0.0
1682230500000,2023-04-23,06:15:00,13.15,10.0155,2.79987,4.49,11.131,8.37,4.572,0.703,1.74,0.15,24.8789,1477.676,3.99804,115.65,13.8,3687.0,0.362,0.00508,16633.0,905.0,0.0
1682231400000,2023-04-23,06:30:00,13.21,10.0692,2.80211,4.394,10.711,8.34,2.579,0.857,0.88,0.27,24.8639,1477.855,3.99511,111.39,13.8,3688.0,0.418,0.00585,16586.0,906.0,0.0
1682232300000,2023-04-23,06:45:00,13.22,10.0797,2.8022,4.292,10.561,8.32,2.352,0.826,0.7,0.25,24.8578,1477.884,3.99406,109.86,13.8,3689.0,0.841,0.0118,16570.0,906.0,0.0
1682233200000,2023-04-23,07:00:00,13.21,10.0815,2.80024,4.193,10.856,8.33,2.575,0.49,1.08,0.18,24.8373,1477.865,3.99104,112.92,13.8,3690.0,1.84,0.0258,16071.0,906.0,0.0
1682234100000,2023-04-23,07:15:00,13.13,10.093,2.8022,4.088,10.87,8.33,2.389,0.493,0.7,0.09,24.8487,1477.919,3.99254,113.1,13.8,3691.0,1.09,0.0153,16647.0,905.0,0.0
1682235000000,2023-04-23,07:30:00,13.22,10.0923,2.80171,3.993,10.866,8.34,1.873,0.549,0.48,0.11,24.8444,1477.91,3.99192,113.06,13.8,3692.0,1.53,0.0214,16708.0,905.0,0.0
1682235900000,2023-04-23,07:45:00,13.1,10.07,2.79943,3.902,10.771,8.33,3.058,0.732,1.03,0.18,24.8374,1477.818,3.9912,112.01,13.8,3693.0,1.63,0.0228,16677.0,905.0,0.0
1682236800000,2023-04-23,08:00:00,13.1,10.0359,2.79548,3.818,10.542,8.31,2.268,0.828,0.76,0.12,24.8222,1477.672,3.98946,109.54,13.8,3694.0,0.335,0.00469,16628.0,907.0,0.0
1682237700000,2023-04-23,08:15:00,13.18,10.0375,2.79609,3.749,10.573,8.31,1.914,0.733,0.41,0.09,24.8271,1477.683,3.99013,109.87,13.8,3695.0,0.596,0.00834,16363.0,906.0,0.0
1682238600000,2023-04-23,08:30:00,13.1,10.035,2.79822,3.694,10.19,8.28,1.835,0.858,0.36,0.14,24.8496,1477.7,3.99346,105.9,13.8,3696.0,1.22,0.0172,16222.0,905.0,0.0
1682239500000,2023-04-23,08:45:00,13.09,10.059,2.79926,3.662,10.123,8.27,2.237,0.818,0.79,0.13,24.8434,1477.78,3.99222,105.24,13.8,3697.0,1.39,0.0194,16523.0,905.0,0.0
1682240400000,2023-04-23,09:00:00,13.09,10.0556,2.79874,3.651,10.039,8.26,1.186,1.007,0.27,0.45,24.8406,1477.764,3.99185,104.37,13.8,3698.0,0.299,0.00419,16228.0,907.0,0.0
1682241300000,2023-04-23,09:15:00,13.14,10.0346,2.79708,3.661,9.897,8.25,1.821,0.865,0.51,0.16,24.8388,1477.685,3.99188,102.84,13.8,3699.0,0.822,0.0115,16401.0,906.0,0.0
1682242200000,2023-04-23,09:30:00,13.08,10.0241,2.79707,3.68,10.157,8.26,3.302,0.968,1.28,0.13,24.8458,1477.655,3.99306,105.53,13.8,3700.0,1.05,0.0147,16352.0,907.0,0.0
1682243100000,2023-04-23,09:45:00,13.06,10.0022,2.7953,3.72,10.519,8.29,4.123,1.032,1.58,0.19,24.8436,1477.572,3.99304,109.23,13.8,3701.0,0.147,0.00206,15644.0,907.0,0.0
1682244000000,2023-04-23,10:00:00,13.13,10.0115,2.79396,3.76,11.188,8.33,4.081,0.684,1.38,0.16,24.8241,1477.583,3.99007,116.18,13.8,3702.0,1.09,0.0153,16324.0,906.0,0.0
1682244900000,2023-04-23,10:15:00,13.05,10.0324,2.79813,3.819,10.743,8.32,3.034,0.758,1.06,0.09,24.8505,1477.693,3.99363,111.63,13.8,3703.0,0.996,0.0139,16486.0,907.0,0.0
1682245800000,2023-04-23,10:30:00,13.04,9.8452,2.7982,3.896,10.843,8.33,5.599,0.963,1.63,0.29,24.9801,1477.158,4.01519,112.31,13.8,3704.0,1.05,0.0147,16764.0,907.0,0.0
1682246700000,2023-04-23,10:45:00,13.05,10.0374,2.79441,3.963,10.913,8.34,3.439,0.517,0.57,0.11,24.8106,1477.666,3.98775,113.35,13.8,3705.0,1.19,0.0166,16615.0,907.0,0.0
1682247600000,2023-04-23,11:00:00,13.05,9.6726,2.80064,4.03,10.661,8.32,9.36,0.765,1.35,0.12,25.124,1476.693,4.0387,110.11,13.8,3706.0,0.903,0.0127,16883.0,908.0,0.0
1682248500000,2023-04-23,11:15:00,13.01,9.6159,2.78937,4.117,11.239,8.35,9.88,0.717,1.15,0.08,25.0521,1476.396,4.02903,115.86,13.8,3707.0,0.637,0.00892,16850.0,907.0,0.0
1682249400000,2023-04-23,11:30:00,13.01,9.7462,2.78319,4.211,10.974,8.35,8.577,0.764,1.52,0.16,24.9006,1476.699,4.00502,113.35,13.8,3708.0,1.07,0.0149,16932.0,908.0,0.0
1682250300000,2023-04-23,11:45:00,13.07,9.5491,2.79127,4.295,11.319,8.36,11.414,0.813,2.09,0.34,25.1173,1476.228,4.03957,116.58,13.8,3709.0,1.0,0.0141,16943.0,907.0,0.0
1682251200000,2023-04-23,12:00:00,12.99,9.4498,2.80168,4.367,11.183,8.34,12.202,0.765,1.13,0.11,25.2903,1476.068,4.06632,115.02,13.8,3710.0,0.107,0.0015,16799.0,909.0,0.0
1682252100000,2023-04-23,12:15:00,13.06,9.6276,2.78785,4.452,11.47,8.37,10.334,0.649,1.76,0.1,25.0288,1476.416,4.02548,118.24,13.8,3711.0,0.803,0.0113,16683.0,911.0,0.0
1682253000000,2023-04-23,12:30:00,13.01,9.6959,2.78329,4.532,11.491,8.38,8.442,0.655,1.21,0.13,24.9363,1476.56,4.01097,118.57,13.8,3712.0,1.55,0.0217,16715.0,908.0,0.0
1682253900000,2023-04-23,12:45:00,13.05,9.7339,2.78056,4.607,11.39,8.39,7.794,0.587,0.93,0.09,24.8831,1476.638,4.00265,117.6,13.8,3713.0,0.81,0.0113,16948.0,908.0,0.0
1682254800000,2023-04-23,13:00:00,12.98,9.77,2.77749,4.674,11.256,8.38,7.128,0.627,0.96,0.06,24.828,1476.707,3.99409,116.26,13.8,3714.0,0.631,0.00885,16817.0,907.0,0.0
1682255700000,2023-04-23,13:15:00,13.06,9.2694,2.8273,4.724,10.081,8.28,16.367,0.966,1.99,0.09,25.6739,1475.865,4.1251,103.57,13.8,3715.0,1.04,0.0146,16833.0,909.0,0.0
1682256600000,2023-04-23,13:30:00,12.98,9.3091,2.81634,4.769,10.067,8.26,15.812,0.926,1.98,0.08,25.536,1475.846,4.10437,103.37,13.8,3716.0,1.81,0.0254,16743.0,910.0,0.0
1682257500000,2023-04-23,13:45:00,12.99,9.2891,2.82344,4.814,10.032,8.24,17.868,1.098,2.69,0.09,25.6211,1475.876,4.1171,103.04,13.7,3717.0,0.788,0.011,16607.0,910.0,0.0
1682258400000,2023-04-23,14:00:00,13.06,9.3485,2.82928,4.845,9.794,8.23,16.326,1.214,2.46,0.11,25.637,1476.118,4.1185,100.72,13.8,3718.0,0.826,0.0116,16550.0,911.0,0.0
1682259300000,2023-04-23,14:15:00,13.06,9.6239,2.80329,4.862,10.406,8.27,17.372,1.125,2.63,0.13,25.1839,1476.598,4.0482,107.21,13.7,3719.0,0.486,0.00681,16615.0,912.0,0.0
1682260200000,2023-04-23,14:30:00,13.07,9.774,2.77373,4.863,10.938,8.33,13.831,1.492,2.32,0.17,24.7882,1476.677,3.98822,112.85,13.8,3720.0,0.73,0.0102,16891.0,910.0,0.0
1682261100000,2023-04-23,14:45:00,13.23,9.7465,2.77492,4.856,11.066,8.35,14.296,1.64,2.09,0.12,24.8188,1476.611,3.99309,114.16,13.8,3721.0,1.02,0.0142,16814.0,911.0,0.0
1682262000000,2023-04-23,15:00:00,13.36,9.7562,2.77504,4.785,11.054,8.36,11.889,1.666,1.41,0.41,24.8134,1476.64,3.99215,114.04,13.8,3722.0,1.17,0.0164,15557.0,911.0,0.0
1682262900000,2023-04-23,15:15:00,13.58,9.7869,2.77002,4.714,11.119,8.37,6.824,0.706,1.67,0.19,24.7429,1476.667,3.98141,114.77,13.8,3723.0,1.17,0.0163,16586.0,909.0,0.0
1682263800000,2023-04-23,15:30:00,13.66,9.7863,2.77007,4.626,11.154,8.37,5.757,0.499,1.32,0.05,24.7439,1476.665,3.98155,115.18,13.8,3724.0,0.822,0.0115,16600.0,909.0,0.0
1682264700000,2023-04-23,15:45:00,13.83,9.7829,2.77078,4.514,11.16,8.37,6.997,0.556,1.74,0.07,24.7532,1476.661,3.98296,115.25,13.8,3725.0,1.27,0.0177,16842.0,908.0,0.0
1682265600000,2023-04-23,16:00:00,14.17,9.7844,2.7701,4.379,10.973,8.36,5.452,0.566,1.17,0.07,24.7455,1476.656,3.98181,113.32,13.8,3726.0,0.925,0.013,16690.0,908.0,0.0
1682266500000,2023-04-23,16:15:00,14.48,9.7785,2.77144,4.175,10.793,8.35,4.257,0.687,0.93,0.08,24.7629,1476.652,3.98442,111.46,13.8,3727.0,1.01,0.0141,15768.0,907.0,0.0
1682267400000,2023-04-23,16:30:00,14.48,9.7928,2.76981,4.048,10.801,8.35,4.205,0.65,0.92,0.07,24.7371,1476.671,3.98044,111.56,13.8,3728.0,0.253,0.00355,16760.0,908.0,0.0
1682268300000,2023-04-23,16:45:00,14.47,9.7878,2.76925,3.823,10.568,8.33,3.097,0.566,0.76,0.07,24.735,1476.647,3.9802,109.14,13.8,3729.0,1.42,0.0199,16437.0,907.0,0.0
1682269200000,2023-04-23,17:00:00,14.48,9.7933,2.76974,3.614,10.443,8.32,3.446,0.56,1.04,0.23,24.7361,1476.665,3.98027,107.86,13.8,3730.0,1.63,0.0228,16641.0,907.0,0.0
1682270100000,2023-04-23,17:15:00,14.48,9.8303,2.77144,3.409,10.275,8.3,2.483,0.655,0.67,0.07,24.7276,1476.789,3.97849,106.21,13.8,3731.0,-0.142,-0.00198,16621.0,907.0,0.0
1682271000000,2023-04-23,17:30:00,14.48,9.9017,2.77804,3.182,9.951,8.27,1.89,0.716,0.52,0.08,24.7436,1477.069,3.97981,103.02,13.8,3732.0,0.75,0.0105,16676.0,907.0,0.0
1682271900000,2023-04-23,17:45:00,14.45,9.9435,2.78504,2.959,9.999,8.26,1.805,0.754,0.5,0.07,24.7836,1477.269,3.98506,103.65,13.8,3733.0,1.48,0.0207,16561.0,905.0,0.0
1682272800000,2023-04-23,18:00:00,14.46,9.954,2.78674,2.735,10.14,8.26,2.216,0.657,0.7,0.06,24.7932,1477.316,3.9863,105.15,13.8,3734.0,1.0,0.014,16638.0,906.0,0.0
1682273700000,2023-04-23,18:15:00,14.53,9.9804,2.7892,2.503,10.143,8.26,1.804,0.693,0.54,0.1,24.7992,1477.417,3.9868,105.24,13.8,3735.0,-7.84,-0.11,14484.0,906.0,0.0
1682274600000,2023-04-23,18:30:00,14.47,10.012,2.79163,2.287,10.169,8.26,1.962,0.778,0.59,0.12,24.8015,1477.533,3.98668,105.59,13.8,3736.0,0.671,0.0094,16220.0,906.0,0.0
1682275500000,2023-04-23,18:45:00,14.53,10.0771,2.79599,2.063,10.132,8.26,1.686,0.943,0.49,0.12,24.7996,1477.768,3.98549,105.35,13.8,3737.0,1.6,0.0225,14976.0,907.0,0.0
1682276400000,2023-04-23,19:00:00,14.44,10.1903,2.80386,1.846,10.131,8.25,1.538,1.001,0.43,0.2,24.7991,1478.181,3.98386,105.6,13.7,3738.0,0.219,0.00306,16526.0,905.0,0.0
1682277300000,2023-04-23,19:15:00,14.42,10.2027,2.80554,1.669,10.262,8.26,1.659,0.87,0.35,0.09,24.807,1478.234,3.98483,107.0,13.8,3739.0,1.0,0.0141,16390.0,906.0,0.0
1682278200000,2023-04-23,19:30:00,14.01,10.2579,2.80967,1.502,10.344,8.26,1.431,0.81,0.29,0.07,24.8096,1478.437,3.98445,107.99,13.8,3740.0,0.551,0.00772,16585.0,905.0,0.0
1682279100000,2023-04-23,19:45:00,14.01,10.2214,2.8075,1.397,10.436,8.27,1.697,0.918,0.35,0.21,24.8135,1478.306,3.98551,108.87,13.8,3741.0,0.893,0.0125,16512.0,906.0,0.0
1682280000000,2023-04-23,20:00:00,14.11,10.1889,2.80589,1.308,10.506,8.28,1.752,0.94,0.46,0.06,24.8199,1478.193,3.98689,109.54,13.8,3742.0,0.974,0.0136,16021.0,906.0,0.0
1682280900000,2023-04-23,20:15:00,14.02,10.1253,2.8019,1.238,10.662,8.3,2.304,0.939,0.67,0.08,24.8246,1477.963,3.98843,111.01,13.8,3743.0,0.557,0.0078,16610.0,905.0,0.0
1682281800000,2023-04-23,20:30:00,14.03,10.1131,2.80154,1.204,10.801,8.31,3.152,0.887,0.71,0.1,24.8294,1477.923,3.9893,112.43,13.8,3744.0,0.149,0.00209,16590.0,905.0,0.0
1682282700000,2023-04-23,20:45:00,14.12,10.1325,2.80317,1.201,10.943,8.32,2.708,1.115,0.51,0.14,24.832,1477.998,3.98942,113.95,13.8,3745.0,0.898,0.0126,16188.0,905.0,0.0
1682283600000,2023-04-23,21:00:00,14.12,10.1013,2.80139,1.214,10.992,8.33,2.754,0.95,0.53,0.09,24.836,1477.888,3.99043,114.39,13.8,3746.0,1.1,0.0154,16457.0,906.0,0.0
1682284500000,2023-04-23,21:15:00,14.03,10.1191,2.80278,1.247,11.037,8.34,2.73,1.231,0.57,0.13,24.8374,1477.955,3.99038,114.9,13.8,3747.0,1.5,0.021,16182.0,905.0,0.0
1682285400000,2023-04-23,21:30:00,14.15,10.0129,2.79582,1.303,11.108,8.34,4.061,0.909,0.83,0.11,24.8422,1477.57,3.99256,115.38,13.8,3748.0,0.961,0.0135,16440.0,906.0,0.0
1682286300000,2023-04-23,21:45:00,14.11,10.2039,2.80847,1.381,11.086,8.34,1.789,1.045,0.53,0.1,24.8347,1478.267,3.98885,115.6,13.8,3749.0,0.638,0.00894,15864.0,906.0,0.0
1682287200000,2023-04-23,22:00:00,14.11,10.1594,2.80707,1.478,10.379,8.3,4.293,1.465,2.82,0.17,24.8516,1478.125,3.99192,108.16,13.8,3750.0,1.64,0.023,15743.0,906.0,0.0
1682288100000,2023-04-23,22:15:00,14.04,10.049,2.7998,1.603,10.762,8.31,4.595,1.093,0.68,0.11,24.8562,1477.725,3.99412,111.89,13.8,3751.0,0.0961,0.00135,15995.0,906.0,0.0
1682289000000,2023-04-23,22:30:00,14.05,9.9354,2.7928,1.754,10.959,8.33,3.366,0.72,1.08,0.09,24.8656,1477.319,3.99709,113.65,13.8,3752.0,1.01,0.0142,15888.0,908.0,0.0
1682289900000,2023-04-23,22:45:00,14.03,9.935,2.79125,1.915,11.058,8.34,5.023,0.723,1.16,0.14,24.8506,1477.302,3.99491,114.65,13.8,3753.0,-2.09,-0.0293,14808.0,906.0,0.0
1682290800000,2023-04-23,23:00:00,14.12,9.9225,2.79141,2.094,11.012,8.34,5.092,0.82,1.89,0.08,24.8607,1477.271,3.99657,114.16,13.8,3754.0,0.27,0.00378,16424.0,907.0,0.0
1682291700000,2023-04-23,23:15:00,14.04,9.9215,2.79183,2.277,11.004,8.35,4.344,0.861,1.42,0.15,24.8655,1477.276,3.99729,114.08,13.8,3755.0,0.545,0.00764,15838.0,907.0,0.0
1682292600000,2023-04-23,23:30:00,14.05,9.914,2.79062,2.453,11.223,8.36,5.262,0.611,1.22,0.08,24.8587,1477.243,3.99642,116.32,13.8,3756.0,1.99,0.0279,16167.0,906.0,0.0
1682293500000,2023-04-23,23:45:00,14.03,9.909,2.79045,2.645,11.332,8.37,6.497,0.701,1.96,0.21,24.8604,1477.229,3.99675,117.43,13.8,3757.0,1.73,0.0243,16302.0,906.0,0.0
1682294400000,2023-04-24,00:00:00,14.03,9.8646,2.78986,2.831,11.466,8.38,4.403,0.497,1.24,0.05,24.8851,1477.097,4.00099,118.73,13.8,3758.0,1.01,0.0141,16284.0,906.0,0.0
1682295300000,2023-04-24,00:15:00,14.03,9.8039,2.74375,3.024,11.603,8.39,6.679,0.741,0.77,0.12,24.4739,1476.377,3.94172,119.69,13.8,3759.0,0.39,0.00547,16810.0,907.0,0.0
1682296200000,2023-04-24,00:30:00,14.05,9.7784,2.74047,3.235,12.007,8.41,8.038,0.657,0.95,0.1,24.4589,1476.267,3.93991,123.76,13.8,3760.0,0.86,0.012,16880.0,908.0,0.0
1682297100000,2023-04-24,00:45:00,14.01,9.7728,2.75579,3.442,11.995,8.42,8.649,0.639,1.3,0.07,24.6131,1476.436,3.96256,123.74,13.8,3761.0,0.893,0.0125,16885.0,907.0,0.0
1682298000000,2023-04-24,01:00:00,13.54,9.81,2.76981,3.633,11.892,8.42,8.262,0.616,1.04,0.09,24.7255,1476.714,3.97847,122.85,13.8,3762.0,0.469,0.00657,16800.0,907.0,0.0
1682298900000,2023-04-24,01:15:00,13.5,9.7888,2.76696,3.85,11.953,8.43,8.763,0.678,1.39,0.18,24.7118,1476.622,3.9768,123.43,13.8,3763.0,0.429,0.00601,16730.0,908.0,0.0
1682299800000,2023-04-24,01:30:00,13.38,9.7948,2.76874,4.041,11.957,8.43,8.54,0.616,1.2,0.09,24.7252,1476.664,3.97867,123.49,13.8,3764.0,0.897,0.0126,16603.0,907.0,0.0
1682300700000,2023-04-24,01:45:00,13.34,9.7737,2.77861,4.222,11.84,8.42,10.801,0.691,1.87,0.19,24.8367,1476.724,3.99528,122.32,13.8,3765.0,1.56,0.0219,16222.0,907.0,0.0
1682301600000,2023-04-24,02:00:00,13.29,9.7458,2.76945,4.383,11.815,8.41,9.628,0.642,1.62,0.09,24.7656,1476.537,3.9853,121.93,13.8,3766.0,0.663,0.00928,16834.0,907.0,0.0
1682302500000,2023-04-24,02:15:00,13.35,9.7318,2.75787,4.524,11.899,8.42,9.329,0.685,1.14,0.12,24.6612,1476.36,3.97024,122.68,13.8,3767.0,0.752,0.0105,16676.0,905.0,0.0
1682303400000,2023-04-24,02:30:00,13.29,9.6827,2.71361,4.644,11.956,8.41,10.986,0.739,1.38,0.07,24.2591,1475.691,3.91205,122.81,13.8,3768.0,1.02,0.0142,16777.0,909.0,0.0
1682304300000,2023-04-24,02:45:00,13.26,9.6612,2.71404,4.754,11.968,8.4,11.518,0.773,1.36,0.15,24.2778,1475.635,3.9151,122.89,13.8,3769.0,0.942,0.0132,16922.0,908.0,0.0
1682305200000,2023-04-24,03:00:00,13.23,9.6592,2.72869,4.837,11.927,8.4,10.092,0.708,0.85,0.1,24.4233,1475.805,3.93646,122.58,13.8,3770.0,0.541,0.00758,16865.0,908.0,0.0
1682306100000,2023-04-24,03:15:00,13.21,9.6743,2.78633,4.913,11.708,8.4,11.062,0.693,1.93,0.16,24.9812,1476.541,4.01786,120.8,13.8,3771.0,0.823,0.0115,16876.0,908.0,0.0
1682307000000,2023-04-24,03:30:00,13.2,9.6335,2.79155,4.957,11.554,8.39,12.799,0.759,1.94,0.25,25.061,1476.486,4.03013,119.17,13.8,3772.0,1.2,0.0168,16815.0,909.0,0.0
1682307900000,2023-04-24,03:45:00,13.18,9.6166,2.78968,4.99,11.551,8.38,11.648,0.694,2.54,0.12,25.0543,1476.415,4.02939,119.08,13.8,3773.0,1.22,0.0172,16751.0,908.0,0.0
1682308800000,2023-04-24,04:00:00,13.18,9.6158,2.79267,5.002,11.537,8.38,11.224,0.676,2.1,0.11,25.0844,1476.449,4.03381,118.95,13.8,3774.0,0.958,0.0134,16624.0,907.0,0.0
1682309700000,2023-04-24,04:15:00,13.17,9.6653,2.7825,5.016,11.664,8.39,12.169,0.761,1.99,0.29,24.9496,1476.47,4.01339,120.28,13.8,3775.0,-0.294,-0.00412,16602.0,908.0,0.0
1682310600000,2023-04-24,04:30:00,13.16,9.6758,2.78233,5.03,11.669,8.4,11.122,0.68,1.5,0.08,24.9406,1476.499,4.01192,120.36,13.8,3776.0,0.602,0.00844,16878.0,908.0,0.0
1682311500000,2023-04-24,04:45:00,13.17,9.7002,2.7777,5.033,11.656,8.4,11.017,0.688,1.46,0.08,24.8781,1476.514,4.00242,120.25,13.8,3777.0,0.632,0.00885,16891.0,909.0,0.0
1682312400000,2023-04-24,05:00:00,13.15,9.7196,2.77905,5.018,11.616,8.4,9.732,0.727,1.47,0.09,24.878,1476.586,4.00213,119.89,13.7,3778.0,1.09,0.0153,16642.0,908.0,0.0
1682313300000,2023-04-24,05:15:00,13.16,9.7262,2.77732,4.983,11.612,8.4,9.667,0.716,1.45,0.14,24.8564,1476.584,3.99888,119.84,13.7,3779.0,1.53,0.0214,16267.0,909.0,0.0
1682314200000,2023-04-24,05:30:00,13.16,9.7722,2.77671,4.946,11.471,8.39,8.124,0.628,1.37,0.07,24.8187,1476.708,3.99271,118.48,13.8,3780.0,-0.327,-0.00459,16650.0,908.0,0.0
1682315100000,2023-04-24,05:45:00,13.15,9.795,2.77888,4.901,11.291,8.38,7.421,0.695,1.89,0.13,24.8244,1476.799,3.99322,116.69,13.8,3781.0,1.46,0.0204,16682.0,908.0,0.0
1682316000000,2023-04-24,06:00:00,13.14,9.7742,2.78902,4.847,11.128,8.37,6.333,0.684,1.62,0.21,24.9385,1476.859,4.01019,115.05,13.8,3782.0,0.632,0.00885,16811.0,909.0,0.0
1682316900000,2023-04-24,06:15:00,13.21,9.7554,2.7921,4.785,11.179,8.37,5.879,0.599,1.04,0.09,24.982,1476.841,4.0168,115.55,13.8,3783.0,1.98,0.0277,16069.0,909.0,0.0
1682317800000,2023-04-24,06:30:00,13.12,9.7745,2.78862,4.721,10.995,8.36,5.933,0.635,1.0,0.17,24.9345,1476.853,4.00958,113.65,13.7,3784.0,0.323,0.00452,16620.0,907.0,0.0
1682318700000,2023-04-24,06:45:00,13.12,9.7782,2.7874,4.648,10.984,8.36,5.229,0.816,1.42,0.31,24.9199,1476.849,4.00739,113.54,13.7,3785.0,1.15,0.0161,16154.0,907.0,0.0
