UnixTimestamp,Date,Time,SystemBattery,HCEP(TEMP),HCEP(COND),HCEP(PRES),HCEP(OXY),HCEP(PH),HCEP(FL),HCEP(TURB),HCEP(FSD),HCEP(TSD),HCEP(SAL),HCEP(SNDV),HCEP(SPC),HCEP(OSAT),HCEP(VOLT),HCEP(NUM),SUNA(M_Parameter1),SUNA(M_Parameter2),SUNA(M_Parameter3),SUNA(M_Parameter4),HCEP(ERR)
1676188800000,2023-02-12,08:00:00,13.12,7.4735,2.6954,3.507,10.979,7.96,7.727,0.902,0.97,0.15,25.6319,1468.892,4.15015,108.19,13.4,2442.0,16.3,0.228,16868.0,921.0,0.0
1676189700000,2023-02-12,08:15:00,13.04,7.4755,2.69796,3.427,11.047,7.97,7.707,1.003,0.99,0.25,25.6572,1468.93,4.15384,108.89,13.4,2443.0,15.9,0.223,16877.0,921.0,0.0
1676190600000,2023-02-12,08:30:00,13.08,7.4767,2.697,3.352,11.012,7.96,6.604,0.981,0.81,0.1,25.6464,1468.92,4.15221,108.54,13.4,2444.0,16.1,0.225,16927.0,922.0,0.0
1676191500000,2023-02-12,08:45:00,13.12,7.4706,2.70522,3.297,10.749,7.93,5.475,1.112,0.94,0.12,25.7369,1469.007,4.16565,106.03,13.4,2445.0,16.7,0.235,16865.0,923.0,0.0
1676192400000,2023-02-12,09:00:00,13.01,7.5076,2.709,3.218,10.58,7.91,5.061,1.122,0.64,0.2,25.749,1469.166,4.16671,104.43,13.4,2446.0,16.3,0.228,16861.0,920.0,0.0
1676193300000,2023-02-12,09:15:00,13.0,7.4918,2.69762,3.131,10.188,7.89,4.348,1.017,0.87,0.43,25.6418,1468.97,4.15123,100.45,13.4,2447.0,16.3,0.228,16873.0,921.0,0.0
1676194200000,2023-02-12,09:30:00,13.06,7.4908,2.6979,3.044,10.282,7.9,2.855,0.583,0.57,0.11,25.6455,1468.969,4.1518,101.38,13.4,2448.0,15.9,0.222,16857.0,922.0,0.0
1676195100000,2023-02-12,09:45:00,12.99,7.4842,2.69506,2.991,10.375,7.9,2.039,0.532,0.35,0.1,25.6207,1468.912,4.14827,102.26,13.4,2449.0,15.9,0.223,16924.0,921.0,0.0
1676196000000,2023-02-12,10:00:00,12.99,7.4839,2.69469,2.962,10.151,7.88,3.806,0.597,1.27,0.11,25.6171,1468.905,4.14774,100.05,13.4,2450.0,16.0,0.224,16986.0,922.0,0.0
1676196900000,2023-02-12,10:15:00,12.98,7.4766,2.68771,2.94,10.245,7.89,2.752,0.459,0.28,0.04,25.5494,1468.793,4.13791,100.92,13.4,2451.0,15.3,0.215,16936.0,921.0,0.0
1676197800000,2023-02-12,10:30:00,13.05,7.4449,2.68519,2.946,10.507,7.91,4.414,0.654,0.61,0.09,25.5463,1468.664,4.13807,103.42,13.4,2452.0,15.5,0.217,16888.0,921.0,0.0
1676198700000,2023-02-12,10:45:00,12.96,7.4387,2.67999,2.965,10.386,7.91,3.329,0.56,0.48,0.06,25.4965,1468.579,4.13085,102.18,13.4,2453.0,14.9,0.209,16858.0,923.0,0.0
1676199600000,2023-02-12,11:00:00,12.96,7.4518,2.68367,2.996,10.265,7.89,3.746,0.748,0.64,0.08,25.5254,1468.667,4.13485,101.03,13.4,2454.0,15.3,0.214,16835.0,923.0,0.0
1676200500000,2023-02-12,11:15:00,13.0,7.4347,2.67844,3.037,10.017,7.88,3.496,0.769,0.44,0.09,25.4832,1468.547,4.12898,98.52,13.4,2455.0,14.9,0.209,16890.0,922.0,0.0
1676201400000,2023-02-12,11:30:00,12.94,7.4662,2.69047,3.095,10.701,7.93,6.263,0.789,0.65,0.14,25.5859,1468.799,4.14349,105.41,13.4,2456.0,16.2,0.227,16805.0,923.0,0.0
1676202300000,2023-02-12,11:45:00,12.94,7.4635,2.69083,3.185,10.821,7.94,6.54,0.829,0.89,0.12,25.5916,1468.797,4.14439,106.58,13.4,2457.0,15.5,0.217,16815.0,921.0,0.0
1676203200000,2023-02-12,12:00:00,12.98,7.4568,2.68624,3.264,10.988,7.96,8.342,0.91,1.24,0.17,25.5484,1468.719,4.13816,108.18,13.4,2458.0,15.6,0.218,16779.0,922.0,0.0
1676204100000,2023-02-12,12:15:00,12.92,7.4588,2.68586,3.349,10.858,7.95,6.747,0.789,1.32,0.12,25.543,1468.721,4.13734,106.9,13.4,2459.0,15.6,0.218,16836.0,921.0,0.0
1676205000000,2023-02-12,12:30:00,12.9,7.4619,2.68525,3.438,10.605,7.93,5.824,0.854,0.68,0.17,25.5344,1468.724,4.13601,104.42,13.4,2460.0,15.4,0.216,16866.0,921.0,0.0
1676205900000,2023-02-12,12:45:00,12.95,7.4619,2.68561,3.528,10.704,7.94,6.29,0.686,1.3,0.08,25.5381,1468.73,4.13656,105.39,13.4,2461.0,15.5,0.217,16935.0,923.0,0.0
1676206800000,2023-02-12,13:00:00,12.91,7.4585,2.68373,3.654,10.768,7.94,5.609,0.696,0.68,0.07,25.5208,1468.698,4.13409,106.0,13.4,2462.0,15.2,0.213,16900.0,922.0,0.0
1676207700000,2023-02-12,13:15:00,12.9,7.4405,2.68106,3.77,10.652,7.93,4.687,0.75,0.7,0.19,25.5062,1468.611,4.13229,104.8,13.4,2463.0,15.6,0.218,16973.0,922.0,0.0
1676208600000,2023-02-12,13:30:00,12.89,7.4453,2.68052,3.896,10.767,7.94,5.181,0.654,0.91,0.06,25.4969,1468.62,4.13083,105.94,13.4,2464.0,15.0,0.21,16891.0,921.0,0.0
1676209500000,2023-02-12,13:45:00,12.89,7.4804,2.6976,4.034,10.244,7.89,5.383,0.788,0.97,0.08,25.6496,1468.95,4.15265,100.98,13.4,2465.0,15.0,0.21,16912.0,922.0,0.0
1676210400000,2023-02-12,14:00:00,12.89,7.4961,2.70898,4.151,10.189,7.88,5.732,0.787,0.62,0.1,25.757,1469.146,4.16816,100.54,13.4,2466.0,16.8,0.236,16899.0,922.0,0.0
1676211300000,2023-02-12,14:15:00,12.89,7.4967,2.70887,4.273,10.207,7.88,5.953,0.82,0.53,0.08,25.7553,1469.149,4.1679,100.72,13.4,2467.0,16.7,0.234,16619.0,921.0,0.0
1676212200000,2023-02-12,14:30:00,12.89,7.4809,2.70061,4.412,10.129,7.87,5.578,0.7,0.78,0.05,25.6806,1468.996,4.15723,99.87,13.4,2468.0,16.3,0.229,16683.0,922.0,0.0
1676213100000,2023-02-12,14:45:00,12.88,7.4606,2.68956,4.522,10.404,7.9,4.523,0.72,0.47,0.09,25.58,1468.793,4.14281,102.47,13.4,2469.0,15.1,0.211,16745.0,922.0,0.0
1676214000000,2023-02-12,15:00:00,12.94,7.4715,2.69638,4.647,10.587,7.91,5.48,0.749,0.67,0.05,25.6432,1468.917,4.15192,104.33,13.4,2470.0,15.0,0.211,16513.0,922.0,0.0
1676214900000,2023-02-12,15:15:00,12.9,7.4854,2.70088,4.742,10.418,7.9,5.442,0.68,0.6,0.06,25.68,1469.018,4.15708,102.74,13.4,2471.0,16.1,0.225,16689.0,922.0,0.0
1676215800000,2023-02-12,15:30:00,12.89,7.4752,2.69428,4.823,10.486,7.91,5.759,0.751,0.51,0.12,25.6185,1468.904,4.14821,103.33,13.4,2472.0,15.6,0.219,16861.0,920.0,0.0
1676216700000,2023-02-12,15:45:00,12.91,7.4661,2.69208,4.894,10.738,7.93,6.858,0.74,0.81,0.08,25.6021,1468.849,4.14598,105.78,13.4,2473.0,15.1,0.212,16860.0,923.0,0.0
1676217600000,2023-02-12,16:00:00,12.96,7.4523,2.68891,4.963,10.85,7.94,7.447,0.793,0.81,0.08,25.5791,1468.767,4.14287,106.83,13.4,2474.0,15.4,0.215,16856.0,922.0,0.0
1676218500000,2023-02-12,16:15:00,13.07,7.4518,2.68823,5.014,10.918,7.95,8.039,0.828,0.83,0.06,25.5722,1468.757,4.14187,107.5,13.4,2475.0,14.2,0.198,16770.0,922.0,0.0
1676219400000,2023-02-12,16:30:00,13.31,7.4316,2.6848,5.019,10.95,7.95,7.306,0.769,1.1,0.12,25.5512,1468.652,4.13916,107.75,13.4,2476.0,14.7,0.206,16926.0,922.0,0.0
1676220300000,2023-02-12,16:45:00,13.33,7.4063,2.68201,5.026,10.921,7.95,6.777,0.733,0.62,0.07,25.5407,1468.539,4.1381,107.39,13.4,2477.0,14.4,0.201,16966.0,922.0,0.0
1676221200000,2023-02-12,17:00:00,13.51,7.4451,2.68561,5.006,10.964,7.95,7.03,0.74,1.08,0.08,25.5498,1468.703,4.13869,107.92,13.4,2478.0,14.6,0.204,16889.0,922.0,0.0
1676222100000,2023-02-12,17:15:00,13.5,7.4553,2.68879,4.99,10.691,7.93,5.369,0.739,0.7,0.06,25.5756,1468.775,4.14229,105.28,13.4,2479.0,14.8,0.208,16630.0,922.0,0.0
1676223000000,2023-02-12,17:30:00,14.37,7.4569,2.68915,4.953,10.484,7.91,4.595,0.625,0.51,0.06,25.5782,1468.784,4.14265,103.24,13.4,2480.0,15.7,0.22,16889.0,923.0,0.0
1676223900000,2023-02-12,17:45:00,14.62,7.5249,2.70303,4.903,10.331,7.89,4.652,0.628,0.61,0.05,25.6732,1469.168,4.15533,101.95,13.4,2481.0,15.7,0.219,16856.0,922.0,0.0
1676224800000,2023-02-12,18:00:00,14.57,7.5011,2.69672,4.848,10.36,7.89,4.89,0.591,1.16,0.06,25.6249,1469.013,4.14867,102.15,13.4,2482.0,15.3,0.214,16883.0,922.0,0.0
1676225700000,2023-02-12,18:15:00,14.56,7.5253,2.70435,4.75,10.269,7.88,4.627,0.674,0.52,0.08,25.6868,1469.184,4.1573,101.35,13.4,2483.0,16.1,0.225,16931.0,922.0,0.0
1676226600000,2023-02-12,18:30:00,14.66,7.553,2.71274,4.644,10.074,7.87,4.259,0.7,0.49,0.06,25.7539,1469.373,4.16665,99.54,13.4,2484.0,16.5,0.231,16756.0,923.0,0.0
1676227500000,2023-02-12,18:45:00,14.58,7.5492,2.7123,4.528,10.138,7.87,5.198,0.614,0.76,0.07,25.7522,1469.355,4.16646,100.16,13.4,2485.0,16.9,0.236,16952.0,922.0,0.0
1676228400000,2023-02-12,19:00:00,14.65,7.5387,2.71003,4.419,10.254,7.88,4.492,0.611,0.59,0.06,25.7363,1469.292,4.16432,101.28,13.4,2486.0,16.4,0.23,16921.0,922.0,0.0
1676229300000,2023-02-12,19:15:00,14.56,7.5296,2.70758,4.279,10.365,7.89,4.411,0.589,0.73,0.06,25.7175,1469.231,4.16172,102.33,13.4,2487.0,16.0,0.224,16844.0,921.0,0.0
1676230200000,2023-02-12,19:30:00,14.56,7.5192,2.70318,4.135,10.383,7.89,5.288,0.614,0.87,0.1,25.6793,1469.14,4.15628,102.46,13.4,2488.0,16.0,0.225,16902.0,921.0,0.0
1676231100000,2023-02-12,19:45:00,14.65,7.5073,2.69851,3.972,10.418,7.89,4.638,0.579,0.82,0.06,25.6393,1469.042,4.15062,102.75,13.4,2489.0,15.9,0.223,16946.0,921.0,0.0
1676232000000,2023-02-12,20:00:00,14.58,7.5012,2.69522,3.794,10.435,7.9,3.62,0.527,0.48,0.05,25.6094,1468.978,4.14633,102.89,13.4,2490.0,15.5,0.217,16901.0,921.0,0.0
1676232900000,2023-02-12,20:15:00,14.11,7.4985,2.69482,3.632,10.4,7.89,3.755,0.551,0.8,0.04,25.6073,1468.962,4.14606,102.53,13.4,2491.0,14.9,0.209,16982.0,921.0,0.0
1676233800000,2023-02-12,20:30:00,14.06,7.5208,2.6986,3.458,10.219,7.88,3.337,0.57,0.51,0.07,25.6305,1469.075,4.14903,100.82,13.4,2492.0,15.7,0.22,16946.0,921.0,0.0
1676234700000,2023-02-12,20:45:00,14.11,7.5061,2.69597,3.275,10.102,7.86,2.622,0.659,0.4,0.03,25.6139,1468.994,4.14687,99.62,13.4,2493.0,15.6,0.218,16926.0,921.0,0.0
1676235600000,2023-02-12,21:00:00,14.13,7.5099,2.69749,3.079,10.201,7.87,3.378,0.797,0.63,0.1,25.6271,1469.022,4.14872,100.61,13.4,2494.0,15.4,0.216,16966.0,922.0,0.0
1676236500000,2023-02-12,21:15:00,14.13,7.5311,2.70039,2.904,9.447,7.8,3.097,1.045,0.98,0.09,25.6418,1469.121,4.15048,93.23,13.4,2495.0,13.8,0.194,16509.0,921.0,0.0
1676237400000,2023-02-12,21:30:00,14.09,7.5226,2.69329,2.737,9.958,7.85,3.011,1.11,0.55,0.06,25.574,1469.0,4.14064,98.21,13.4,2496.0,14.0,0.196,16658.0,923.0,0.0
1676238300000,2023-02-12,21:45:00,14.08,7.4313,2.66664,2.574,10.857,7.93,1.483,0.964,0.23,0.05,25.3624,1468.377,4.11121,106.7,13.4,2497.0,13.5,0.189,16818.0,922.0,0.0
1676239200000,2023-02-12,22:00:00,14.04,7.4956,2.68137,2.422,10.52,7.9,2.582,0.906,0.43,0.05,25.4693,1468.76,4.12573,103.63,13.4,2498.0,12.5,0.175,16547.0,922.0,0.0
1676240100000,2023-02-12,22:15:00,14.03,7.451,2.66756,2.297,10.989,7.95,2.365,0.935,0.54,0.06,25.3578,1468.444,4.11014,108.04,13.4,2499.0,14.1,0.198,16527.0,923.0,0.0
1676241000000,2023-02-12,22:30:00,14.06,7.4214,2.65636,2.201,10.996,7.95,2.994,0.54,0.48,0.06,25.2623,1468.208,4.09662,107.96,13.4,2500.0,13.3,0.186,16498.0,922.0,0.0
1676241900000,2023-02-12,22:45:00,14.15,7.5358,2.66926,2.14,10.863,7.95,2.955,0.948,0.43,0.07,25.3137,1468.72,4.10203,106.98,13.4,2501.0,12.8,0.179,16669.0,923.0,0.0
1676242800000,2023-02-12,23:00:00,14.04,7.548,2.66246,2.104,11.049,7.97,3.091,0.89,0.52,0.28,25.234,1468.669,4.09004,108.79,13.4,2502.0,13.4,0.188,16477.0,923.0,0.0
1676243700000,2023-02-12,23:15:00,14.06,7.566,2.66629,2.073,11.036,7.97,3.229,0.801,0.6,0.08,25.2609,1468.772,4.09367,108.72,13.4,2503.0,13.4,0.188,16726.0,922.0,0.0
1676244600000,2023-02-12,23:30:00,14.04,7.5445,2.66861,2.063,11.302,7.99,4.737,0.882,0.77,0.08,25.3006,1468.737,4.09993,111.32,13.4,2504.0,12.6,0.177,16633.0,921.0,0.0
1676245500000,2023-02-12,23:45:00,14.06,7.551,2.66373,2.061,10.977,7.96,3.304,0.763,0.43,0.09,25.2451,1468.693,4.09163,108.09,13.4,2505.0,12.8,0.18,16748.0,921.0,0.0
1676246400000,2023-02-13,00:00:00,14.13,7.5536,2.66079,2.086,10.926,7.95,1.837,0.631,0.59,0.05,25.2125,1468.664,4.08678,107.58,13.4,2506.0,12.8,0.179,16793.0,922.0,0.0
1676247300000,2023-02-13,00:15:00,14.12,7.574,2.59987,2.124,11.809,8.05,8.269,0.848,0.29,0.08,24.5643,1467.942,3.9907,115.84,13.4,2507.0,12.4,0.174,16761.0,922.0,0.0
1676248200000,2023-02-13,00:30:00,14.11,7.5815,2.60215,2.159,12.033,8.07,5.145,0.905,0.78,0.06,24.5828,1467.995,3.9933,118.08,13.4,2508.0,12.9,0.181,16814.0,922.0,0.0
1676249100000,2023-02-13,00:45:00,14.03,7.5641,2.65104,2.21,11.867,8.05,5.53,0.805,0.58,0.17,25.1034,1468.572,4.07049,116.79,13.4,2509.0,12.5,0.175,16728.0,921.0,0.0
1676250000000,2023-02-13,01:00:00,13.51,7.586,2.65537,2.287,11.831,8.04,5.05,0.87,0.87,0.16,25.1325,1468.695,4.07439,116.52,13.4,2510.0,12.1,0.17,16883.0,921.0,0.0
1676250900000,2023-02-13,01:15:00,13.35,7.5439,2.60559,2.362,12.126,8.09,4.439,0.814,0.72,0.06,24.645,1467.927,4.00319,118.92,13.4,2511.0,11.9,0.167,16837.0,922.0,0.0
1676251800000,2023-02-13,01:30:00,13.35,7.6079,2.66249,2.442,11.811,8.05,5.084,0.839,0.69,0.09,25.1908,1468.856,4.08258,116.42,13.4,2512.0,12.4,0.174,16848.0,921.0,0.0
1676252700000,2023-02-13,01:45:00,13.25,7.6158,2.65822,2.533,11.836,8.05,4.391,0.811,0.49,0.11,25.1406,1468.826,4.07505,116.65,13.4,2513.0,11.1,0.156,16870.0,921.0,0.0
1676253600000,2023-02-13,02:00:00,13.29,7.5042,2.61977,2.628,11.914,8.07,5.259,0.819,0.92,0.09,24.8206,1467.993,4.02989,116.88,13.4,2514.0,10.7,0.149,16693.0,921.0,0.0
1676254500000,2023-02-13,02:15:00,13.22,7.4927,2.61714,2.739,11.96,8.07,5.362,0.881,0.83,0.15,24.8014,1467.926,4.02727,117.3,13.4,2515.0,11.9,0.167,16856.0,922.0,0.0
1676255400000,2023-02-13,02:30:00,13.22,7.4791,2.62238,2.831,12.014,8.08,3.551,0.58,0.56,0.04,24.8657,1467.953,4.03702,117.83,13.4,2516.0,12.2,0.171,16787.0,922.0,0.0
1676256300000,2023-02-13,02:45:00,13.2,7.5939,2.67,2.932,11.874,8.06,5.108,0.695,0.63,0.1,25.2789,1468.918,4.09586,117.07,13.4,2517.0,12.0,0.169,16859.0,921.0,0.0
1676257200000,2023-02-13,03:00:00,13.17,7.5869,2.66769,3.031,11.79,8.05,5.054,0.744,0.83,0.2,25.2599,1468.868,4.0932,116.22,13.4,2518.0,12.6,0.177,16946.0,920.0,0.0
1676258100000,2023-02-13,03:15:00,13.26,7.643,2.67677,3.174,11.827,8.05,5.155,0.778,0.51,0.19,25.3136,1469.157,4.10006,116.77,13.4,2519.0,13.0,0.182,16937.0,920.0,0.0
1676259000000,2023-02-13,03:30:00,13.16,7.4712,2.61324,3.326,12.377,8.1,6.123,0.728,0.81,0.05,24.7759,1467.819,4.02394,121.3,13.4,2520.0,11.4,0.16,16906.0,921.0,0.0
1676259900000,2023-02-13,03:45:00,13.22,7.4211,2.61907,3.45,12.052,8.07,4.972,0.7,0.45,0.06,24.8725,1467.743,4.03915,118.05,13.4,2521.0,11.5,0.161,16940.0,922.0,0.0
1676260800000,2023-02-13,04:00:00,13.23,7.4398,2.62537,3.569,11.92,8.06,4.872,0.676,0.66,0.07,24.9248,1467.884,4.04654,116.83,13.4,2522.0,12.2,0.171,16899.0,922.0,0.0
1676261700000,2023-02-13,04:15:00,13.12,7.3617,2.61389,3.685,12.035,8.07,4.466,0.712,0.55,0.06,24.8609,1467.498,4.03856,117.72,13.4,2523.0,12.1,0.17,16855.0,922.0,0.0
1676262600000,2023-02-13,04:30:00,13.16,7.2874,2.5883,3.817,12.232,8.09,5.593,0.739,0.72,0.1,24.6462,1466.941,4.00821,119.26,13.4,2524.0,10.6,0.148,16922.0,921.0,0.0
1676263500000,2023-02-13,04:45:00,13.15,7.2965,2.59382,3.905,12.225,8.09,6.228,0.642,1.1,0.05,24.6975,1467.042,4.01564,119.25,13.4,2525.0,11.1,0.156,16949.0,923.0,0.0
1676264400000,2023-02-13,05:00:00,13.13,7.3018,2.58071,3.981,12.471,8.11,7.136,0.736,0.71,0.06,24.5566,1466.889,3.99469,121.55,13.4,2526.0,10.5,0.146,16799.0,923.0,0.0
1676265300000,2023-02-13,05:15:00,13.22,7.293,2.58121,4.041,12.565,8.11,6.949,0.723,0.7,0.06,24.5681,1466.87,3.99655,122.45,13.4,2527.0,11.1,0.155,16881.0,923.0,0.0
1676266200000,2023-02-13,05:30:00,13.15,7.328,2.58158,4.067,12.538,8.11,6.33,0.795,0.75,0.14,24.5472,1466.982,3.9928,122.26,13.4,2528.0,10.5,0.148,16917.0,924.0,0.0
1676267100000,2023-02-13,05:45:00,13.2,7.3244,2.58208,4.105,12.49,8.11,5.253,0.913,0.84,0.28,24.5549,1466.978,3.99401,121.79,13.4,2529.0,10.7,0.15,16746.0,921.0,0.0
1676268000000,2023-02-13,06:00:00,13.12,7.3258,2.59205,4.11,12.263,8.1,5.639,0.671,0.79,0.06,24.6581,1467.112,4.00926,119.67,13.4,2530.0,11.0,0.155,16928.0,923.0,0.0
1676268900000,2023-02-13,06:15:00,13.1,7.3173,2.61467,4.117,12.008,8.07,5.734,0.752,0.79,0.1,24.9007,1467.379,4.04531,117.35,13.4,2531.0,11.3,0.158,16987.0,924.0,0.0
1676269800000,2023-02-13,06:30:00,13.16,7.3255,2.61914,4.125,11.861,8.05,5.467,0.894,0.9,0.16,24.9416,1467.463,4.0512,115.96,13.4,2532.0,10.9,0.153,16877.0,923.0,0.0
